
《16.将进酒》

01.IW-ST-1 客将至
"郑掌柜": 套索？
"郑掌柜": 你把这些眠兽训练得不错，如果是寻常人，此刻就该倒栽葱扎在地里了。
"夜半": （不仅能立刻发现背后的陷阱，还能稳稳把绳索踩在脚下......这老头......）
"郑掌柜": 别担心，我不难为你一个姑娘家。
"郑掌柜": 你知道你怀里的那只酒盏，是什么东西吗？
"夜半": ......我不关心，也不在乎。问太多的赏金猎人，都是新手。
"郑掌柜": 那就要怪你自己了。
(震动)
"夜半": 别这么得意！小帽！钻头！
(震动)
"夜半": ——
"郑掌柜": 既然不知道是什么，就老老实实把东西交出来，不要白白遭人利用。
"夜半": 你、你竟然对小帽——！你自找的！
(震动)
"郑掌柜": ......无头箭。
(震动)
"夜半": （用、用手抓住了？这个距离！？我可是才给弩换过弦的——！）
"郑掌柜": 好。
"郑掌柜": 念在你不愿意伤人性命的份上，我给你一个机会。
"郑掌柜": 把这酒盏给我，然后告诉你背后的人：慎行，忌私。
"夜半": 哼，你知道我背后是谁？
"郑掌柜": 知不知道不重要，重要的是，我能在这条路上堵住你。
"夜半": ......我凭什么听你的？
"郑掌柜": 你没得选。
"郑掌柜": 你自己也许逃得掉，但你总不忍心看见，自己饲养的这些小畜生遭了殃。
"夜半": 你威胁我？
"郑掌柜": 你有些身手，可除了摆弄弓弩，也没啥功夫。
"郑掌柜": 大可不必敬酒不吃吃罚酒，混江湖，是要靠眼力识人的。
"夜半": ......确实，那个人也没和我说，会有你这样的高手来碍事。
"郑掌柜": 如果我拜托一个人去做一件危险的事，那我也多半不会全盘托出的。
"郑掌柜": 外乡人，一份工作而已，何必搭上身家性命？
"郑掌柜": 把盏给我，我以镖局的名义担保，那人许你多少钱财，我们双倍奉上。
"夜半": ......哈，本来就是亏本买卖，义务劳动。
"夜半": 算是帮朋友忙吧。
"郑掌柜": 朋友。
"郑掌柜": 原来你这样的荒野流寇，也愿意为朋友两肋插刀。
"夜半": 你好像对我们有点意见。
"郑掌柜": ......没有的事。
"郑掌柜": 生意做久了，贵人多了，朋友也就少了。
"夜半": 那你就老老实实回去做生意。
"郑掌柜": 是啊，山上的生意是最好做的。
"郑掌柜": 这三山十七峰几百条山道，哪条道上没有供人歇脚休憩的茶馆驿站，哪条道上......没有我们的人？
"夜半": ......
"郑掌柜": 望姑娘知晓轻重。
"夜半": 你还真不把我放在眼里。
"夜半": 虽然正面开战不是我的风格，但是都被挑衅到这个份上了......对吧，小家伙们。
"夜半": （雷姆必拓语）让这个老家伙知道厉害！我们摸爬滚打这么多年，也不是吃干饭的！
"郑掌柜": 唉......
"郑掌柜": 执迷不悟。
"郑掌柜": 若是如此，那就得罪——
(震动)
哪怕有第三个人站在一旁，他也绝对看不清这一步，是怎么踏上前来的。
只因为这个人擅长走路，擅长爬山。他每天抬步踏步的次数，实在是太多太多。
一声脆响，地上，青砖碎裂，身前，烟尘蒙蒙，眼旁，是一根朴素无奇的竹木扁担，微微发青。
远方，又一声击锣。
"郑掌柜": ......
(震动)
"夜半": ——怎、怎么......这个人是从哪里......啊，阿灯，别怕，钻头！快到我这里......！
"郑掌柜": ......是你。
"挑山人": 你终于上山了。
"挑山人": 所以我来找你。
"郑掌柜": ......唉。
"郑掌柜": 该来的总要来。躲是躲不完的。你又何必这么着急？
"挑山人": 喂，小女娃。
"夜半": ......叫我？
"夜半": （他的动作——这根木条是叫扁担来着？他刚才做了什么......把石砖地拍得粉碎？）
"挑山人": 你认得他？
"夜半": 不。
"挑山人": 那就是你们之间有什么麻烦。
"郑掌柜": 我们之间只站着你。
"挑山人": 说的对，那我就是你的麻烦。
"郑掌柜": 事办完了，我会去找你。但不是现在。
"挑山人": ......小女娃，和你手里护着的玩意，有关系？
"夜半": ......啊......是......
"郑掌柜": 你我私仇，别扯上这件大事！
"挑山人": 多大的事？
"郑掌柜": 百姓安危，士卒存亡！
"夜半": ......！
"挑山人": ......自从那年雨夜之后，我很少听你有这样的语气了。
"挑山人": 是啊。你怎么会是个恶人呢。一个侠义心肠的刀客，一个本分做人的掌柜。
"郑掌柜": 那你就让开——
"挑山人": ——可我正知道你是这样一个人，所以你不来见我。
"挑山人": 你不见我，我去找你，也没有结果。所以我也没有下过山。
"挑山人": 那如果......
(震动)
"夜半": ......啊！你——！
"挑山人": ......
"夜半": 还给我！
"挑山人": ......
"挑山人": ......
"挑山人": ......十年了。
"挑山人": 十年前，你就是为了护这只酒盏......看着我儿子死于非命。
"郑掌柜": ......尚冢！
"挑山人": 小女娃，这没你什么事了。
"夜半": 你趁我不注意抢了我的货，还敢说没我事了！？
"挑山人": 这货本来也不是你的。
"夜半": 唔......
"郑掌柜": 尚冢，你昏头了吗！
"挑山人": 没你什么事了。
"郑掌柜": 尚冢！
"挑山人": 滚！
"夜半": ......嘁！
"夜半": 你们最好记住......我一定会把东西抢回来！
"挑山人": ......郑清钺。你的刀呢？
"郑掌柜": 在家里。
"挑山人": 哦。在家里。
"挑山人": 那年雨夜，走镖路上，共牺牲了十几号人。其中有一个儿子，一个父亲。
"挑山人": 儿子姓尚，是我的儿子。父亲姓杜，是杜遥夜的亲爹。
"挑山人": 所以你就不戴刀了。
"挑山人": 天大的笑话。
"郑掌柜": ......你恨我到现在。
"挑山人": 我不恨你，我知道你不是故意的，责任在你，错不在你。
"挑山人": “先救货，再救人”，哼？
"挑山人": 可货没了，人也没了，难道还不许我怨你？
"挑山人": 我必须向你讨个说法，否则我活不下去。
"郑掌柜": ......我答应你。酒盏给我。你知道，这只酒盏牵扯——
"挑山人": 我不知道。当年他为这只酒盏而死，今天，我要拿这只酒盏给他陪葬。
"挑山人": 我在山上等你，等你去取刀。

"克洛丝": ......慎师傅！
"老船夫": 嗯？你们怎么先来了？我刚打算去梁府找你们哪。
"老船夫": 鲤小子呢？
"克洛丝": 那只酒盏被偷了，鲤先生让我们来找您来着。
"克洛丝": 他有交代过什么吗？
"老船夫": ......他让你们来找我，却没让你们先去找那梁大人？
"老船夫": 你们分明是从梁府出来的？
"克洛丝": 呃......是的。
"老船夫": ......唉。没让你们找梁洵，说明他心底里已经知道了......
"老船夫": 人精，人精，确实是人精。

"左乐": 太合叔，回来了？
"左乐": 如何？
"太合": 以她身份而言，礼数周到，名副其实。
"左乐": 愿意演这番礼数周到，说明还有斡旋余地。
"左乐": 不论她本人做何动作，有何居心。太傅手谕在此，作不得假。
"太合": 她是个聪明人。
"太合": 我既以官身拜访，她当有所觉察。
"左乐": ......好。
"太合": 如今两方都如劲弓满弦，一触即发。
"太合": 唯有在惹出更多口舌非议之前，了结事端。
"左乐": 如果真的要让所有人相信，我们的选择能让大炎永除后患，那我们自然得依那四个字——
"左乐": ——光明磊落。


  <行动后>


"挑山人": 一杯晌午茶。
"茶馆伙计": 好，尚师傅慢坐！
"茶馆伙计": 今天怎么上工这么迟？
"挑山人": 一早遇见了个老熟人。
"老鲤": 什么熟人？
"挑山人": ......是你。
"老鲤": 哎呀，实在没想到今天又能见到师傅您。
"挑山人": 怎么，还在找那什么凉亭？
"老鲤": 有师傅替我划出范围，轻松不少，但我要找的，毕竟是人不是亭，还是有点难的。
"挑山人": 那边坐着的，是你情人？
(震动)
"杜小姐": ......什！
"老鲤": 咳，我还没那胆子......
"挑山人": 哦，难不成是你女儿？
"老鲤": 我哪像是为人父的样子？
"挑山人": 倒也是。
"杜小姐": 喂，你刚刚说什么！我和这个龙门骗子是什么？！
"挑山人": 一对男女，在早春的这个时间登山，多半是闲得没事。
"杜小姐": 我——
"茶馆伙计": 尚师傅，晌午茶。
"挑山人": 好。
"老鲤": 晌午茶？这还没到晌午吧。
"挑山人": 凡是在尚蜀山上行走的挑夫，都可以在山腰山脚的茶馆白喝两顿茶水。上午一顿晌午茶，下午一顿日落茶，各送些小菜。
"老鲤": 白喝的茶水，滋味总是不错。
"挑山人": 茶水罢了。
"老鲤": 可毕竟是在山上，山上的茶水，总是贵一些的。那既然是不要钱的，还是赚到了。
"挑山人": 你倒是会算账。
"老鲤": 可店家真的这么好心？都是做慈善来的？
"杜小姐": 当然是官府掏钱补贴。
"挑山人": ......你懂？
"杜小姐": 家里也是做餐饮生意的，当然懂得多点。
"挑山人": ......喔。
"老鲤": 尚蜀官府如此贴心？
"杜小姐": 梁大人上任之后一直如此。
"杜小姐": 前几任尚蜀官员，兴建土木，开发山林，不仅让城市从百废待兴中恢复过来，而且变得更加生机勃勃。
"杜小姐": 到了梁洵梁大人这儿，兴许是认为尚蜀已经修葺一新，便把重心转移到安民厚民之上......这些事，无非是其中最细末的琐事。
"老鲤": ......
"挑山人": ......年纪轻轻，懂得不少。
"杜小姐": 家父从商，耳濡目染罢了。
"挑山人": 你有个好父亲。
"挑山人": 茶喝完了，我也该走了。
"老鲤": 后会有期，尚师傅。
"挑山人": 后会有期。
"杜小姐": ——喂！姓鲤的，酒盏怎么会在他身上！？
"老鲤": 不清楚。但他根本没有藏的意思，那么坦荡荡挂在腰上，就像是......
"杜小姐": 故意让人来找他似的？
"老鲤": ......罢了，我们也喝壶茶，静观其变。
"老鲤": 小二！上两壶茶，两碗烂肉面。
"杜小姐": 我不吃。
"老鲤": 我吃两碗。
"茶馆伙计": 客官，这是两壶茶水，只是面要等等，今天人多。
"老鲤": 多谢......
"奇妙的物件": 嗷？
"老鲤": 怎么还跟到这里来了......
"奇妙的物件": 呼......嗷！
"杜小姐": 喂，姓鲤的，问你个事，你别笑话我啊。
"杜小姐": 那茶壶，是不是自己在动......？
"茶馆伙计": 烂肉面来啦——
(震动)
"茶馆伙计": 好险，差点摔一跤！客官留点神，我这还端着面呢！
"奇妙的物件": 嗷呜？
(震动)
"茶馆伙计": ......这是个啥？！
"老鲤": 小心！
(震动)
"杜小姐": 欸？
(震动)
"老鲤": 呃！
"杜小姐": ——喂，你没事吧？
"杜小姐": 那些锅碗瓢盆，布幌字画......都从房子里......跑出来了！
(震动)
"被吓到的客人": 呀——！这是什么！？
(震动)
"茶馆伙计": 火！火，这个怪物着了火！
"老鲤": ......它们是冲着我们来的。
"杜小姐": 喂，姓鲤的！这到底是怎么回事？！
"老鲤": 原来关于那只酒盏的传闻竟然是真的......这里人多，先走！

"老船夫": 怎么联系鲤小子？
"克洛丝": ......鲤先生在信里留言，让我们会合之后，就去取江峰的山顶找他。如果他没到，就等他到日落。
"老船夫": ......好。我们抓紧吧，可不能让酒盏落入别人手里。
"乌有": 恩人，之前那些与墨魉相似的幻灵，如何是好？
"克洛丝": 多半和那只酒盏有关......先去找鲤先生会合。
"克洛丝": 唔！
"奇妙的物件": 嗷呜——
(震动)
"乌有": 恩人，它们，是不是，变多了？
"老船夫": ......？这是什么品种的野兽？这两天怎么总能见到？
"克洛丝": 被包围了呢......
(震动)
"奇妙的物件": 嗷！
"老船夫": 唔，好凶好凶。
"乌有": ——没法子了！恩人，你和慎师傅先走，我来应付这些玩意！
"克洛丝": ——你没问题吗？
"乌有": 和墨魉大抵差不多的路数，还算应付得来。
"克洛丝": 慎师傅！这边走！

"梁洵": ......
"宁小姐": 怎么了，一副心神不宁的样子。
"梁洵": ......没什么。
"宁小姐": 你担心人的时候，总是皱着眉头。
"梁洵": 有吗？
"宁小姐": 有的，谁这么值得梁大人上心？
"梁洵": ......我在担心我那位朋友。
"宁小姐": 他怎么了？
"梁洵": 他入了一个局。
"宁小姐": 你让他入的局。
"梁洵": ......是。
"宁小姐": 你现在愧疚了？
"梁洵": ......我还是相信这是最好的选择。
"梁洵": 只是我不确定......
"宁小姐": 你很聪明，梁大人。
"梁洵": 算不得聪明。
"梁洵": 只是选了个笨法子。

"夜半": ......大炎的野兽，都是长这样的吗？
"奇妙的物件": ......
"夜半": ......
"奇妙的物件": ......嗷？
"夜半": ......嗯？阿灯？啊，不要紧张啦......嗯，有你们陪着我就好。
"夜半": 不过......
(震动)
"奇妙的物件": ......！？
(震动)
"夜半": 钻头！就这样抓住它！
"夜半": 从没见过的炎国野兽啊......也许会成为出其不意的陷阱！

(震动)
"乌有": 唉！怎么回事，我最近是命里犯鬼怪了吗，怎么成天要和这些稀奇古怪的生物作对的！？
(震动)
"乌有": ——唔哦！？
(震动)
"奇妙的物件": 呜嗷！
"乌有": ......定睛细看，这些东西......
"奇妙的物件": 呜——
(震动)
"乌有": （糟糕——）
(震动)
"左乐": ......好险。
"左乐": 先生没受伤吧？
"乌有": 你是，那天的——
"太合": 勿问。
"乌有": ......！
"左乐": 太合叔，不必这么生分......
(震动)
"奇妙的物件": ——！
"乌有": ......你们知道这些东西的来历？
"左乐": 那只酒盏所过之处，器伥四起，反而证明了司岁台的猜测。
"左乐": 这是不是说明......
"太合": 公子慎言。
"左乐": ......太合叔教训得是。
(震动)
"奇妙的物件": 呜嗷——呜！
"乌有": （这些幻灵，呃，器伥......是在害怕这两个人？不，是在害怕这个少年......？）
"左乐": ......唉。
"左乐": 看看这些器伥，这样的事情发生过几次？
"太合": 十年前一次，二十五年前一次，再前一甲子，仍有数次。
"左乐": 虽说偶有善使源石技艺的恶人闹事，情况也不比这好。
"左乐": 可岁终究是岁，兽终究是兽，你们若是有心为害天下，天知道会有多大的灾难？
"器伥": 嗷——
"左乐": 司岁台不想看到这样的事情发生。
"左乐": 所以我们要把这笔千年来的糊涂账算干净。
(震动)
"器伥": ——
"左乐": ......不过是些残渣。
"乌有": 那些东西......变回普通器具了......
"左乐": 乌有先生。
"乌有": ......唔。
"左乐": 麻烦转告克洛丝姐姐，还请她再考虑考虑我所说的。
"左乐": 买卖不成仁义在，哪怕最后克洛丝姐姐有自己的考量，那我这里，也有一个不论身份也想委托罗德岛的事情。
"乌有": 没问题是没问题，可那会儿你为什么不自己对恩人说？
"左乐": ......哈哈，那会儿嘛......
"左乐": 有点紧张，话没说全。
"太合": 公子。
"左乐": 那么......我们似乎也耽搁不起了，乌有先生，就此告辞。
"乌有": ......紧张？
"乌有": 带着一个副监察御史到处乱跑的公子哥，也会紧张的吗？



08.IW-6 传说



再过一两个时辰，夕色便要染满青天。
三山十七峰，不知这是哪一山，又是哪一峰。
只知道山上有座亭子，亭里能一眼看遍尚蜀的今昔景色，美不胜收。
可惜如今亭子里空空荡荡，也就没人看这风景。
而紧接着，人就来了。
"年": 就是这儿吧。
"夕": ......
"年": 干嘛，这么不乐意见她？
"夕": ......嫌她烦。
"年": 她又不会烦你。
"夕": 所以嫌她烦。
"年": ......哎。
"年": 怎么说也是咱们的大姐头，给点面子吧。
"夕": 她又不在。
"年": ......是啊。怎么会不在呢？
"年": 山下如此喧嚣......藏在崇山峻岭中，倒也有几分她的脾气。
"夕": 为什么我躲着你就要说我孤僻，她躲着你就这个态度？！
"年": 欸......那毕竟她又没一直躲着。
"年": 只是醉了乏了，寻一处横河断海之浮云，酣眠片刻，没差啦。
"夕": 啧，差别对待。
"年": 哪有。
"夕": 但愿她别整出什么事儿来。
"夕": 她半醉半梦半醒，我们倒要被那群人找麻烦。
"年": ......真亏她还能睡得着啊。她真的还能睡得着吗？
"年": 你说她的梦里有什么呢？
"夕": ......不知道，别问我。
"夕": ......
"夕": 天知道她神游何时何地，反正觉得无聊了，自己就会回来吧。
"年": 我听说这处山峰本来应该被毁了才是。
"年": 不知道克洛丝和乌有小哥，要花多久才能找到此处山巅呢。

"郑掌柜": ......唉。
"客栈伙计": 掌柜的，您这是？
"郑掌柜": 该来的麻烦总要来。
"客栈伙计": ......遇着姓尚的了？
"郑掌柜": 嗯。盏被他抢了。
"客栈伙计": 这个混账！怎么这么一根筋呢——！
"郑掌柜": 算了，一笔糊涂账。
(震动)
"客栈伙计": 嚯，好刀总是不容易生锈的。
"客栈伙计": 掌柜的，多少年没见您拔刀了。
"郑掌柜": 刀剑无情，还是用来砍瓜切菜的好。
"郑掌柜": 可我要是想让夜儿顺顺当当地接我的班，尚冢的事，是终究要解决的。
"客栈伙计": 尚老儿虽然糊涂，也不是那种嚷嚷着父债子偿去针对大小姐的窝囊。
"客栈伙计": 掌柜的，您还是自个儿过不去，对不对？
"郑掌柜": ......谁能过得去呢。
"郑掌柜": 一场大雨，两条人命。他的儿子因为我的失误而死，对我有怨，我无话可说。
"郑掌柜": 我比谁都知道他这些年怎么过来的。
"客栈伙计": 掌柜的......
"郑掌柜": 放心吧，起码酒盏还是要抢回来的。
"郑掌柜": 不抢回来，没法交差。

"克洛丝": 慎师傅，就没什么快点上山的法子吗？
"老船夫": 有倒是有，但是对于没怎么走过山路的人来说，恐怕......
"克洛丝": 没关系的，我习惯了。
"老船夫": ......那好。这边。

"器伥": 嗷——！
(震动)
"杜小姐": 啧，这些东西是怎么回事？
"老鲤": ......
"杜小姐": 喂！姓鲤的！
"杜小姐": 我替你当打手，你搁这儿发什么呆呢？
"老鲤": ......没什么。
"老鲤": 只是......
"杜小姐": 别发呆了，不知道为什么这些东西总缠着我们，而且那个叫夜半的和那个挑山人都追丢了。
"杜小姐": 你怎么就一点都不着急？
"老鲤": 别急嘛，别急。
"老鲤": ......答应朋友的事，我还是会做到的。只不过......
"老鲤": ......我们得找个近水楼台才是。

"老船夫": 呼......
"老船夫": （年纪轻轻，身手好得有些匪夷所思......）
"老船夫": 如此陡峭的山路，你倒是大气不喘。
"老船夫": 以前总过着翻山越岭的日子？
"克洛丝": ......其实也就是从这几年......
"克洛丝": 而且我是雷姆必拓出身的嘛，虽然和大炎的风貌不太一样，但总是更习惯荒野生活的。
"老船夫": ......原来如此。
"老船夫": 这附近几座山头的山路都难走，古时候总说蜀道难，大家都争论是哪条道，其实是每条道。
"克洛丝": 慎师傅，鲤先生说我们要到这座取江峰找他，有什么原因吗？
"老船夫": 他为梁大人调查酒盏来历时，第一个说要前往的，就是这取江峰。
"老船夫": ......而且他问的是“攥江峰”。只有少数本地人知道这个古名，官府都改了多少年了，他怎么知道的，我也挺奇怪。
"克洛丝": 也许鲤先生发现了什么线索......
"老船夫": 线索倒是有。他说，他在梦里见过。
"老船夫": 我当他是有什么隐情，用这个理由搪塞我，我也就没追问......要真是梦里梦的，那还真稀奇了嘿。
"老船夫": 嗯......这座取江峰，山高路险，游人最少。比起路势平缓，人烟众多的泥泥峰，又或是遍布戏院老街的数舟峰，这里都更清静一些。
"老船夫": 你也看见了......剩下的小镇，建筑，都是很久很久以前留下的。
"老船夫": 不过......
"克洛丝": 还有什么线索吗？
"老船夫": 不过取江峰还叫攥江峰的时候，这片山地，其实还有一峰。
"老船夫": 这一峰与攥江峰并称“双峰回日”，本是三山十八峰中最雄伟的两峰。
"老船夫": 而且这一峰万仞悬崖，最陡峭的部分几近垂直，远观如同一柄冲天石剑，蔚为壮观。
"老船夫": 每逢日落时，若是从其他山峰角度来看，仿佛天日坠于峰尖，仿佛有人以剑挑日。
"老船夫": 可惜后来一场巨大天灾，火雨交加，这一带的地貌改变了不少，那座如剑的山峰也崩塌了大半，已经是三十年前的事了。
"老船夫": 只要随手在街面上拉几个稍上了点年纪的尚蜀人，那次黑云压城的奇景，准能给你讲得头头是道。
"老船夫": 遗憾我那时还没来这江上讨生活，无缘目睹。
"克洛丝": 天灾......尚蜀人倒称之为奇景？
"老船夫": 奇就奇在此处。天灾来得毫无预兆，钦天监发出警报时，让附近的山野村镇撤离，已经极为勉强，本该是避无可避之局......
"老船夫": 最后却是雷声大雨点小，除了几间房屋被稍稍波及，山间城镇，竟无一点损失，更无一人伤亡，这是第一奇。
"老船夫": 事后，土木天师来勘探被改变的山峦地形，按说那样一座奇峰崩塌，应该留下明显痕迹才是。
"老船夫": ......不过除了留在取江峰边上的半截“剑柄”山体，却根本寻不着大块的巨石或是塌方的痕迹，这是第二奇。
"老船夫": 这其中真正缘由，谁也不知道。只有一些荒诞不经的传说而已，不足为信。
"克洛丝": 没想到尚蜀还发生过这样的事......
"老船夫": ......大炎的历史和传说，向来是不分家的。
"老船夫": 就像尚蜀的诞生，也有传闻说与古人的梦境有关。具体是怎样的，那就真的无从考证了。
"克洛丝": 那座消失的山峰叫什么？
"老船夫": ......寻日峰。
"老船夫": 不过大炎发展飞速，恐怕在年轻一辈看来，三十年前的旧事，也不过是些陈芝麻烂谷子罢了。
"坡上的声响": 站住——！
"克洛丝": ——什么声音？
(震动)
"夜半": （雷姆必拓语）疼疼——阿灯，别让它跑了——！
(震动)
"器伥": 呜——！嗷呜——！
"夜半": （雷姆必拓语）你给我，老实点——！
(震动)
"器伥": ——呜！
"老船夫": 这个人......要捉那个玩意？
"克洛丝": 好像是......
"夜半": （雷姆必拓语）嘿，就这样，捆严实了，看着它！
"克洛丝": （雷姆必拓语）你是雷姆必拓人？
"夜半": ......！
"夜半": ......
"克洛丝": （雷姆必拓语）别这么警惕......我们只是......
"夜半": （雷姆必拓语）看你这样子，你不是炎国人。
"器伥": 嗷呜——！
"夜半": （雷姆必拓语）——乖一点！唔！喂，你知道这是什么动物吗？
"克洛丝": （雷姆必拓语）这是......某种源石技艺造物。
"夜半": （雷姆必拓语）源石技艺？就像那些莱塔尼亚老爷驱使的玩意？嘁，什么嘛，我还以为是可以驯服的大炎动物......
"夜半": （雷姆必拓语）到底是谁折腾出这些东西来......！阿灯！放它走吧，没什么用！
"克洛丝": ......
"克洛丝": （雷姆必拓语）......我们也在寻找它们的主人，你有什么线索吗？
"夜半": （雷姆必拓语）......我......
"克洛丝": （雷姆必拓语）你是信使护卫，还是赏金猎人？
"克洛丝": （雷姆必拓语）也许我们可以合作。
"夜半": （雷姆必拓语）......你总不能指望我信任一个陌生人。
"克洛丝": （雷姆必拓语）一个雷姆必拓人。
"夜半": （雷姆必拓语）雷姆必拓人也不全是好人。
"克洛丝": （雷姆必拓语）那就很遗憾了。
"夜半": （雷姆必拓语）......不过，能见到雷姆必拓人还是挺意外的。
"夜半": （雷姆必拓语）后会有期，卡特斯。
"克洛丝": ......
"老船夫": 同乡？
"克洛丝": 算是同乡吧......总觉得有点可疑......
"克洛丝": 算了，慎师傅，离山顶还有多远？

"挑山人": ......路这么宽，二位能否让一让？
"太合": 难。
"挑山人": 官差找我，有什么事？
"左乐": 尚师傅。你可知道你腰间挂着的，是什么东西？
"挑山人": 这是你们的东西？
"左乐": 是也不是，但我希望尚师傅能交给我们。
"挑山人": 你们怎么认识我的？
"左乐": 听闻过些许传闻。
"挑山人": 嚯。郑清钺告诉了你们什么？
"左乐": 你能第一反应就想到郑前辈，那想必也知道我们的来历了？
"挑山人": 司岁台，秉烛人。
"挑山人": 不过你这般年轻......以前我可没见过你。
"太合": 知晓吾等身份，为何不交盏？
"挑山人": 我与郑清钺要做个了断。
"左乐": 但似乎这件事与尚师傅腰间的物件无关。
"挑山人": ......我儿子，为这只酒盏而死。为什么与我无关？
(震动)
"器伥": 呜呜......
"挑山人": 年纪轻轻，本事不小。这些小畜生，似乎都在怕你。
"太合": 只请先生配合。
"挑山人": 我要是说不呢？难道两位还要明抢吗？
"左乐": ......尚师傅要这只盏，应该是全无用处的。
"左乐": 可对我们司岁台而言，这只酒盏大有用处。
"挑山人": 什么用处？
"左乐": 饵。
"挑山人": 钓什么？
"左乐": 祸国殃民者。
"挑山人": ......咱们大炎太平了好几百年了，哪来的祸国殃民者？
"左乐": 不足为外人道也。
"左乐": 只不过，请尚师傅相信，将酒盏托付给我们，就是天大的义举。
"挑山人": 哈！义举......我这种人，瞧不起，也配不上。
"挑山人": ......让开吧。
"左乐": 这恐怕不由尚师傅说了算。
"挑山人": 这只酒盏是我儿子的陪葬。除非郑清钺亲自来......
"挑山人": 否则，免谈！
"挑山人": 取江峰忘水坪，我等他！
"太合": 不识抬举！
(震动)
"太合": ——棍法？
"挑山人": 唔——势大力沉，你这老牛，蛮力倒是有几分。
"太合": 公子，此人深藏不露，绝非善类。
"左乐": 取货为先，别和这人纠缠！
"挑山人": 二位可曾听郑清钺说过，我生平最恨哪几个字？
"太合": 莫插科打诨！
"挑山人": ——我最恨，“先救货，再救人”。


  <行动后>


"街头青年": ......没看到掌柜的？
"客栈伙计": 没看到。
"街头青年": 咋回事，哪家店都找不到掌柜的，终于想通了，回家享清福了？
"客栈伙计": 但愿吧。
"街头青年": ......咋了刘二，心情不好？
"客栈伙计": 好，好得很。
"客栈伙计": 怎么不好？

(震动)
"挑山人": ——你这身手，土石法术？
"太合": 正是。
"太合": 只可惜你一身功夫，却不知善用。
"挑山人": 你方才飞沙裹手，打裂我的扁担，这是什么鬼掌法？
"太合": ......吃我一掌，只是微微寸裂，如此扁担，反倒稀奇，有何来历？
"挑山人": ......我用的只是寻常青竹扁担。
"太合": 那我使的便是毫无章法之掌法。
"挑山人": ......你叫什么？
"太合": 太合。
"挑山人": 好，了不起。
"挑山人": 能在最后和你这样的高手过上两招，不亏。
"挑山人": 你是当官的吧，告诉我，你们在做的事，这只酒盏的事，是在图谋什么？
"太合": 谋天下万世昌宁。
"挑山人": ......哈哈，好大口气！
"挑山人": 只可惜，这东西还是不能给你们。
"太合": 你逃无可逃。
"挑山人": 未必。
"太合": ——想走！？
挑山人向后跃出一步。
十年登山，千百万步中的一步。
风筝断线，风起而身动。
"太合": ......唔，你方才藏了身法？
"挑山人": 在山上，你追不上我。
"挑山人": 太合，告诉那个小子，取江峰峰顶，忘水坪。
"挑山人": 莫忘了。
(震动)
"太合": ......
"左乐": ......太合叔！
"左乐": 没追上？
"太合": 若舍身相追，并非难事。只是......
"左乐": 他要以酒盏为威胁，逼郑掌柜与他相见。
"太合": 峰顶忘水坪，二者相见，必死其一。
"左乐": ......没有余地？
"太合": 方才交手，知根知底，绝无余地。
"左乐": ......峰顶忘水坪是吧。
"左乐": 得抢占先机。
"老鲤": ......幸好没和那个挑山人起什么冲突，看那身手，都让我想起十几年前最后一次见到槐天裴的时候了。
"杜小姐": ......
"老鲤": 你认识那两个人，对吧。
"杜小姐": ......我说过，爹是领了朝廷密令，那两个人，就是朝廷的信使。
"老鲤": 知道身份吗？
"杜小姐": 只知道那个领头的大块头，是肃政院的大官。
"老鲤": ......我心里有数了。
"老鲤": 虽然本不想麻烦罗德岛......但看来，还是得借他们的力量......
"老鲤": 唉，不过这下可麻烦了。
"杜小姐": 什么？
"老鲤": 虽然没听见他们在说什么，但看他们急匆匆离开的方向，多半是向山顶去的。
"老鲤": 我和罗德岛约定的碰头地点，也是山顶。如此一来，究竟场面会变成什么样，就没人知道了。
"杜小姐": 那我们先一步埋伏在山顶？
"老鲤": 别了吧，都是高手，自讨苦吃。
"杜小姐": 那你说怎么办——
(震动)
"杜小姐": ——等等！快，躲过来点，别抬头！
"老鲤": 唔。
"老鲤": 是掌柜的？
"杜小姐": 爹怎么在这儿......？而且......
"老鲤": 你脸色很白。
"杜小姐": 他......他拿着的是他的刀？
"杜小姐": 不，这么多年......他从来没拿过他的刀......他......
"老鲤": 掌柜的是个刀客？
"杜小姐": ......以前是。
"老鲤": 那看来现在也是了。
"老鲤": 情况不妙。
"杜小姐": ......
"老鲤": 去吧。
"老鲤": 越往山顶，路越窄。

"老船夫": 就快到了。
"克洛丝": ......这是最后一条路？
"老船夫": 最后一条路。
"老船夫": 离了这个镇子，向西走几步，能看到一条长长的阶梯山道。
"老船夫": 走到顶，就是忘水坪。
"克洛丝": 嗯？
"左乐": ......唔。
"太合": ......
"克洛丝": ......在这儿遇到，真是太碰巧了。
"左乐": 确实赶巧。
"克洛丝": 你们在追什么？
"左乐": 酒盏。
"克洛丝": 在山顶？
"左乐": ......隐瞒也没意思了，是的。
"左乐": 而且在一个局外人身上。
"克洛丝": ......那只酒盏到底是什么？
"左乐": 告诉你了，克洛丝姐姐就会帮我们抢回它吗？
"克洛丝": 你们的目的可不只是“抢回来”这么简单，你们明显要利用它做些什么。
"克洛丝": 而我猜，其实你们的目的和鲤先生一样，都是要找出这只酒盏的主人。
"左乐": ......
"克洛丝": 那你们何必多此一举呢？
"左乐": 克洛丝姐姐这是疑问，还是......质问？
