
《32.怀黍离》

01.HS-ST-1 禾下梦
"老农": 把这片地锄松，把种子种进去，让种子长出来。
"老农": 要用心锄。
少年接过锄头，老农转过身去，弯下腰，继续在土地上耕作起来。
手上的锄头沉甸甸，他把它高高举起。
砸落在土地上。
(震动)
咚！
一株禾苗从刚锄松的土地里长了出来，随即开始抽条，顶上长出细嫩的穗，开出几朵小花。
少年感到一阵没来由的疲惫，他擦了擦额头上渗出的汗，再次挥起锄头。
(震动)
咚！
稻花从盛放到凋落不过一瞬，穗子在眨眼间饱满起来。
"禾生": 老人家，这稻种长起来了，还结了穗，应该马上就能收了。
"老农": ......
少年觉得锄头愈发沉重起来，他看向自己的手，手上长出几个厚茧，纵横的褶皱爬上他的双手和胳膊。
老农没有回话，只是默默地耕耘着脚下的一方土地。
小苗刚刚从土壤中探出头，低矮地长在刚长起来的一片水稻下。
(震动)
咚！
方生方死，几粒金黄的稻种从枝头滚落，随即大片大片的植株枯死在土地上。
少年的动作停在刚刚挥下锄头的那一瞬，他愕然地看着眼前的景象。
"禾生": 老人家......？这稻谷怎么......？
(震动)
"禾生": ......咳咳......咳......
"老农": 春去秋来，一季一收。
"老农": 小伙子，对你来说，什么是一季呢？
"老农": 结出果实算是吗？吃饱肚子算是吗？让种子再次种下去算是吗？
少年高高举起锄头，一下，又一下地锄向地面。
稻种在他的脚下生根发芽，开花结穗，凋落成泥，种子们从未有机会被他捧在手中。
他感受到力气的流逝，发丝在他头上疯长，从乌黑坚韧逐渐变得脆弱柔软，身上的衣服碎裂成片，挂在他逐渐弯下去的脊背上。
在一次力竭的挥锄后，一缕花白的长发垂在他的脸边。
"老农": 我用尽自己的一生在这里培植作物，可我的一生太短暂。
"老农": 几百，几千，几万，这些数字对我来说，太庞大了......
"禾生": ......我......
"禾生": ......我老了......？
脚下一片狼藉。
"老农": 我看不到它们长成，我没有时间能等到它们结果。
"老农": 对于我的生命来说，这是一项不可能完成的事情。
老农在河堤上栽下一棵树，伸手抚摸着树干，随即消散在空气中。
一棵又一棵树出现在了河堤上，树上系着红绸，红绸上挂着木牌，木牌上的字迹模糊，禾生有些看不清。
风吹过，树林发出簌簌声响。
"禾生": 那些木牌都是什么......？
"禾生": ......为什么地里长出来的庄稼都留不住？
稻谷的碎粒安静地躺在地上。
"老农": 年轻人，你看到了什么？
"禾生": 为什么......我看不到结果......？
他再次举起锄头，一下落地，一下枯竭，一下衰老。
他把自己的生命传向土地，再由土地去滋养植株，可植株没有任何回应，植株生长，植株枯萎，植株没有留下种子。
他的苍白长发如同枯草，盖在他身上。
"禾生": ......
"老农？": 做这些事真的有意义吗？
少年佝偻着背，感受着苍老带来的痛苦蔓延上他的脊背，虚弱夺走了他开口的力气，他只能嗫嚅着，发出一些意义不明的声音。
他浑浊的目光看向地面，土地上伏倒着一片又一片的稻苗。
"老农？": 有谁能......看到那一天呢？
禾生回过头。
一个白色的身影站在他的身后，飘扬在身后的长发苍苍如古木，深蓝如河流。
那人挥了挥衣袖，稻苗疯长，郁郁葱葱。
直到遮住禾生全部视线。
那人迈开步子，恍惚间，四周陷入一片死寂。
"禾生": ......

"？？？": ——！
"？？？": ——？————！！
"？？？": 小禾！

"左乐": 小禾？小禾！醒醒！！


  <行动后>


(云雾)
"黍": ......
望不到头的稻田，迷离如幻。天地宽广，却万籁俱寂。
一丝酒香飘过，云做旋舞，飘飘然流入一只酒盏。
仰头饮尽，瞬间天朗气清。
"令": 嗯......真是一场好梦。
"黍": 你怎么有功夫来我这里？
"令": 你这最近不是很热闹？正好来看看你答应我的高粱酒酿好没有。
"黍": 你在梦里，我怎么把酒给你？
"黍": 你说的是哪一年的酒，这又是你的哪个梦呢？
"令": 梦里喝不到，让我闻闻味儿也好啊。
"令": 或者是来看看我那个最辛苦的妹妹，最近是不是又累瘦了一点。
"黍": ......
"令": 原来这就是小年做出来的奇妙物件？
诗人挥一挥衣袖，手边便出现一坛酒，两只盏。
她抬手拍碎坛口的泥封，陈年酒香霎时蔓延。
诗人回身，眺望。稻田绵延百里、万里，春夏秋冬于天空中盘旋，寒来暑往，春去秋来。
"令": 这就是你在这颗“心脏”里看到的风景？
"令": 无尽的稻田，轮转的四季，你每日都在耕作，这儿真能造出你们说的那个东西？
"令": 需不需要我也来帮你们一把？
"黍": 我怕你来了，这个容器也会变成一个大酒缸，或者是突然有了自己的想法，觉得世间不逍遥，不如长梦不醒。
"令": 真的不需要我帮帮？你在这里待了多少年，我都快要记不清了，再不出来走走就怕你憋成我的酒葫芦。
"令": 别的弟弟妹妹，只怕是看不清事里事外，只有你，我只担心你看得太透。
"令": 看得太透，就看不到“自己”了。
"黍": 不过是在这里耕种罢了。
"令": 山水草木皆有情，这一草一木在你看来，也未必和我们的生命有什么区别。
"令": 你还有什么放不下的东西呢，你还会在意什么呢？
"黍": 颉曾经也留下过那么多书卷字帖，她希望能教每个人读书识字。但她走后，那些字帖书文也一同消失，除了我们，没人记得她。
"黍": 可后来我去过几所学堂，还有天师府，看到有些书本中用的字迹，竟和她的一模一样。
"黍": 她那些东西早都没有了，连我都没能留下哪怕一张，但她说过的话又从那些学生的嘴里说了出来，写过的字又在那些学生的笔下复现。
"黍": 我记得她和我说过，“重要的是我能留下来的”。
"黍": ......我只是在看，这片稻田的尽头，能留下什么。如果有一日我也消散了，我能为这里留下什么。
"令": 你一直在看着的那个结局，有变化吗？
"黍": 白茫茫一片大雪，从来没有变过。
"黍": ......春种秋收，繁盛过后，最终都被一场大雪掩埋。
"令": 这样啊......
"令": 对这个结果，你会失望吗？还是觉得遗憾？
"黍": 来这世间走过一遭，这本身不就是结果？
"黍": 就像这世上无数人一样，有谁是想着生命有一个终点，便无所适从了呢。
"令": 可是，我们有的兄弟不这么想......那位弟弟，他回来了？
"黍": 嗯。
"令": 原来那个胆小又乖巧的绩去哪里了呢？
"令": 唉，这些弟弟妹妹，还是小时候比较可爱。
"黍": ......我会去见见他。

"小满": 一、二、三......
"小满": 大嗓门，这些到底是什么新品种啊？我好像从来没见过，长得还怪好看的。
"暴躁的天师学徒": 说了你也听不懂，别多嘴，帮我找就对了。
"小满": 嘁，叫人帮忙还这么大脾气......
"小满": 对了大嗓门，我还想问你一个事情......
"小满": 你不是天师府的学徒吗，而且我认识的人里，除了黍姐姐和小禾，就数你懂得最多了。
"小满": ......
"暴躁的天师学徒": 你要问什么，赶紧说啊。
"小满": ......你......有没有见过我的爸爸妈妈？
"暴躁的天师学徒": ......
(震动)
"暴躁的天师学徒": *炎国粗口*天师府上上下下多少人，你以为我是门卫大爷，把每个人都记得清清楚楚？！
"暴躁的天师学徒": 脑子被泥砸傻了吧你！
"小满": 不知道就不知道嘛，干嘛突然凶人。
"暴躁的天师学徒": 你为啥想起来要问我这个？
"小满": 今天我见到了一个奇怪的商人，他说他是从大荒城外面，从很远的地方来的。
"暴躁的天师学徒": 哦？
"小满": 黍姐姐说，我的爸妈也是去很远的地方当天师了。但是不知道他们到底是去做什么，这么多年都没回来，也从来没有听别人说起过。
"小满": 大嗓门，你真的不能帮我打听打听吗？
"小满": 也不用让他们回来，我就是想写封信告诉他们，大荒城快搬家了，搬上了移动地块。他们回家的时候别找不到路。
"暴躁的天师学徒": ......
"暴躁的天师学徒": ......行了，瞎操的哪份心。你当天师府是什么地方，到该回家的时候，肯定有人带他们回家的。
"小满": 唔......
"暴躁的天师学徒": 洪水影响过的地块，就到这里为止了吧？
"小满": 好像是的......
"小满": 怎么了？你要找的这种水稻，和洪水有关系吗？
"暴躁的天师学徒": 不该问的别问，天师府的工作，说了你也不明白。
"小满": 神气什么！小禾说过，只要我耐着性子多看几本书，凭我的源石技艺天赋，肯定也能考上天师府的！
"暴躁的天师学徒": 好好，那就等你考上了再说吧。
"暴躁的天师学徒": 还有，我托你找水稻这件事，千万别和别人讲啊。
"小满": 为......
"小满": 算了，你肯定不会说的。
"天师学徒": 喂......你最近，过得还好？有没有受欺负？
"小满": 我......挺开心的呀。小禾和黍姐姐都挺照顾我，职农大伯大婶们人也很好，最近还认识了小烛台和小毛笔两个新朋友......
"小满": 这是什么问题？你关心我？
"天师学徒": 谁关心你这个野丫头！
"天师学徒": 得了，今天还是辛苦你了，照顾好自己吧。
"天师学徒": 下次要是有人欺负你，你就照我教你的，用笛子敲他的头！

"绩": 桑麻日已长，我土日已广......
"绩": 敢教邪祟诡魔辟易，天地焕新光......
"绩": 啦......啦......
"绩": ......
"绩": 我一直不喜欢这尊塑像。
"绩": 谁说“神农”就一定得是短褐穿结，饱经风霜的样子？明明她也是很爱美的，她总是在发髻上戴着花，也很喜欢我做的衣裳。
"绩": 而且，我记得很清楚，她的眼睛，和你很像。
"绩": 要是能让夕给她留下一幅画像该多好......可惜那个时候，夕好像也还没有学会画画。
"黍": 我以为你不会再回来了。
"绩": 再怎么讲我也不是离家出走的年纪，我又什么时候说过不会回来的话？
"绩": 游子漂泊在外久了总会想家的，想来想去，也只有这里能算我的家了。
"黍": 偏偏是这个时候？
"绩": 要是能早两天回来，还能赶上今年的社戏，再尝尝你包的麦穗饺子。
"黍": 可以啊，“远行的饺子，回家的面”，想吃什么，家里都有。
"黍": 吃完饭，就又该上路了。
"绩": 怎么我才留下不到两天，就这么急着赶我走？
"黍": 你要是只是回来歇歇，想留多久都可以。
"黍": 就是想问问你，你真的只是回来歇歇的吗？
"绩": ......
"绩": 每次回来，大荒城都要变一番模样。谁还能想到，千年前这里还是一片冻土的样子。
"绩": 是人们从紧挨着邪祟诡魔的地方抢下了这一片土地。那时候，山河混沌，天无四时，但是人心明亮。
"绩": 人们不分身份，不分国别，相互扶持，敌人只有眼前的荒地，还有不知什么时候会出现的邪魔。
"绩": 前几天，我还梦见过她，也梦见过那位老先生。所以我想，可能是时候回来看看了。
"绩": 所幸还能找到回家的路，只可惜......人心不古。
"黍": 你又有多久，没好好看过这里的人了。
"绩": 天下熙熙，皆为利来；天下攘攘，皆为利往。
"绩": 利在哪，人就在哪。哪都一样。
"绩": 事到如今，你觉得朝廷里的人，商量的到底是如何保住我们一家人的性命，还是如何寻求一个对他们而言最稳妥的局面？
"绩": ......你真的相信，年的那个造物，可以保所有人的平安？
"黍": 这是唯一可以保大家性命的办法。
"绩": 这是把性命交到别人手里。
"绩": 双方合伙做生意，有利一起赚，风险却只有一边承担。这不是一笔合算买卖，至少不是笔公平的买卖。
"绩": 要想生意做得长久，那至少要让两方背着一样的风险才行。
"黍": 远行了这么久，你在意的就只有账本上的盈亏了？
"绩": 我在意的是你。
"绩": 姐姐，你累了。
"绩": 为这里的一草一木操劳还不够，又帮年去做那个工程，是很耗神的。
"绩": 不然的话，这次的事，你本该更早发现的。
"黍": ......
"绩": 千年来，无数次天灾，每一次，天灾降临在这片土地上，你都会提前知道......这片土地上的一切，你都会感同身受。
"绩": 你到底在坚持些什么？
"绩": 事到如今，谁才是逆天而行的那一个？

"左乐": 醒醒！
"左乐": 告诉我，你看到了什么？
"禾生": ......
"禾生": 我看到了......什么......？
"禾生": 我看到了......
"禾生": 等等......你怎么知道？
左乐手上捻着一缕丝线，眼看着它很快消失在了空气中。
"左乐": 可能是有人在恶作剧......大概是源石技艺吧......
"左乐": 你看到的那些东西应该是你自己的幻觉，但有他想让你看到的东西，就像是某种心理暗示......你看到了什么？
"禾生": 我好像看到了一位老农，他......或者是她？
"禾生": 让我在地里耕种。我种不出庄稼，但是越来越老，再没力气拿起锄头......
"禾生": 还有河对岸的树上挂着不少木牌，那边没人过去过，但我看到了上面好像写着人名......那个老农也消失了。
"左乐": ......河对岸？
"左乐": 他让你看到河对岸......
禾生叹了口气，顺着河流向远处眺望。
河对岸的树木郁郁葱葱，一阵风刮过，似乎还能听到树叶沙沙作响的声音。
"小满": 小禾，小烛台，你们在这？
"左乐": 小满姑娘！你到哪里去了？！
"小满": 我刚刚找水稻来着......
"禾生": 找水稻？你不是去找牧兽了？什么水稻需要专门去找？
"小满": 我——

(灰幕)
"暴躁的天师学徒": 还有，我托你找水稻这件事，千万别和别人讲啊。

(灰幕结束)
"小满": 我答应过别人......要保密的......
"禾生": 奇奇怪怪......怎么尽是让人摸不着头脑的事......
"左乐": 是谁要你找水稻？什么样子的水稻？在哪里找到的？
"小满": 小烛台？你怎么这么紧张......有点吓人......
(震动)
"左乐": 小满姑娘！
"小满": 好好好我说......
"小满": 是一个天师府的小个子学生......说要找特殊品种的水稻用来交作业......
"小满": 我也不知道是什么种类......只是看上去像是红色的，红得发黑......在堰口有一些，离这不远的水田里也有一些。

(灰幕)
(灰幕结束)
"小满": ......
"左乐": ......
"左乐": 小禾，前些日子收上来的粮食都放在哪里？
"禾生": 大荒城有集中的粮仓，在核心城里。
"左乐": 能请你现在就去查看一下粮仓吗？如果有什么异状，立刻去找老乡长。
"禾生": 等等......到底是什么事这么着急？
"左乐": 恐怕已经来不及了......

"绩": 现在的社戏一共是三出，《大狩天》《争天时》《万物生》。
"绩": 但很早之前，在第一、二出之间应该还有一出《度北疆》，很久都不唱了。
"绩": 姐姐，你还记得该怎么唱吗？能不能再唱一段？
"黍": 调子还记得，词已经差不多忘了。
"黍": 都是陈年旧事，没什么好唱的。
"绩": 是啊，台下没有观众，唱戏也没劲。
"绩": 过眼就忘的戏，看起来也没劲。
"黍": ......
"绩": 可我还记得......
"绩": 我还记得，北方的这一块邪魔碎片，是当时的人不择手段寻来对付祂的方法，祂的化身如今却在帮人们抵挡邪魔的灾害。实在是有趣。
"黍": 我们早就不该再和祂混为一谈。
"绩": 的确不该。
"绩": 邪祟诡魔，绝不能为普通百姓所知，但偏偏一片罕见的少受源石污染的土地就在这里，实在没法放弃。
"绩": 一千年来，这里的人们就生活在与那片秽土一河之隔的地方。人们也真的在这里埋头耕作，不问世事，持续了一千年。
"绩": 有因有果。千年前，人们自己种下的因，现在，也该有人来摘这个果了。还得是合适的人才行。
"黍": ......告诉我，那场灾害，和你无关，对吗？
"绩": 我何时对你说过假话？
"黍": 只是有时候会选择不说真话。
"黍": ......你这次回来，到底是想做什么？
"绩": 就像我刚才说的，只是回家看看。
"绩": 还是和以前一样，只是想问问你，姐姐，要不要和我一起走？
"黍": 那我的回答也是和以前一样，我不会离开，也不想离开。



06.HS-5 纺绫罗



(灰幕)
"黍": 你又要走了。
"年迈的女性": 这次不劝我了？
"黍": 你又有哪次听劝了呢。
"年迈的女性": 可没有你唠叨两句，我反而觉得心里空落落的。
"年迈的女性": 我还能走得动，胳膊腿都还结实着。春天的风还是这么冷，我也不能躺在椅子上晒太阳。
"黍": 你该知道，北边有多危险。
"年迈的女性": 可是黍......你也知道，我们没有办法......
"年迈的女性": 我们花了几十年时间，才开辟出这点土地。可还是远远不够......
"年迈的女性": 粮食和地总是不够的......再北一点的地方，说不定可以找到特殊的庄稼，可以种在源石污染过的土地上的庄稼。
"年迈的女性": 到时候，整片大地都可以当作我们的农田，再也不会有人忍饥挨饿。
"黍": 那你更应该留下来。
"黍": 找不到这种庄稼，我们就慢慢培育。十代，百代，总有一天——
"年迈的女性": 可是，我哪还有那么多时间呢？
"黍": ......
"年迈的女性": 何况，“种在源石污染土地里的庄稼”“整片大地变成良田”，这样的话，被人听到，只会被当作痴人说梦吧。
"黍": ......我说不过你。
"年迈的女性": 老人说的话总是更有道理的。
女性缓缓伸出一只手，手指轻轻地攥着。
"年迈的女性": 黍呀......能不能再请你看看我的手相？看看我这个老婆婆，到底还有没有在晚年实现理想的好运气？
"黍": 我说过，我不会看的。
"年迈的女性": ......
女性笑着，伸开手掌，掌心里躺着一朵白色的小花。她将花别在眼前女孩的发髻上。
"年迈的女性": 今天我在田里发现了一朵花，应该是今年开的第一朵，我觉得应该是个好兆头。
"年迈的女性": 说不定赶在今年收获的时候，我就能回来了。
"年迈的女性": 你掐算着日子，炖好排骨汤等着我就好了。
//////  黍啊......  //////
//////  嗯？  //////
//////  你其实一直都能看到那个未来的，对吧？  //////
//////  ......  //////
//////  你最后......  //////
//////  别......别告诉我，我可不想知道自己什么时候会死。  //////
//////  我只是想问问......  //////
//////  我们那个万顷良田的梦，最后实现了吗？  //////
(灰幕结束)

"黍": ......
"疲惫的职农": 天师......
"疲惫的职农": 黍姑娘？
"黍": 欸？
"疲惫的职农": 黍姑娘，我看您在这里愣了半天了，您肯定也不舍得这片地吧。
"黍": 嗯......
"黍": 山清水秀，粮食可口......我很喜欢这里。
"疲惫的职农": 黍天师，您看上去这么年轻，调来大荒城没多久吧。
"疲惫的职农": 我从出生就在这里，现在都六十七了......六十七年，也从来没想过有一天，还得离开这儿。
"疲惫的职农": 听说，从神农她老人家开垦出这片农田，到现在都一千多年了。我们怎么舍得......
"黍": 庄稼春种秋收，一年也躲不开风霜雨雪。世事不如意才是常态，我们也只能顺其自然。
"黍": 以后搬到移动城市里，大家会有别的活计可做，相信会给大家妥善安排的。
"疲惫的职农": 我们就是不明白......本来以为这两年天气差点，所以收成差点，大家加把劲，总能扛过去的。
"疲惫的职农": 可现在告诉我们是这块地出了问题......黍姑娘，你们天师懂的多，你能不能再想想办法，救救这块地？
"疲惫的职农": 您只要告诉我们一个法子，我们也不怕辛苦，哪怕是要把这块地整个翻一遍——
"黍": ......
"疲惫的职农": 前两天才下过大雨，这土地怎么......

(灰幕)
田边的职农突然瞪直了眼。
田间蓄水以肉眼可见的速度消失，仿佛是地底藏着一个无底的深渊，霎时间抽干了田地间所有水分，也抽走了土地的生命力。
湿润的水田转瞬间变成了板结的盐碱地，长出了无数深不见底的裂纹。

(灰幕结束)
"左乐": 站住。
"绩": 左公子。
"左乐": 你准备去哪？
"绩": 送到了该送的东西，见过了想见的人，也该离开了——左公子是来给在下送行？
"左乐": 把所有问题交代清楚前，你还不能走。
"绩": 之前让我离开的是司岁台，现在让我留下的也是司岁台......朝令夕改，在下也很难办啊。
"左乐": 大荒城中出现的邪魔秽物和你有什么关系，你对核心城的装置有什么图谋？
"左乐": 还有......一百年前，那罪人从京城逃脱，短短数月之后，他的棋子就遍布了炎国各地，你又从中做了什么？！
"绩": ......左公子的这些问题，在下一句都听不明白。
"左乐": 那就押送你去一个能说清楚问题的地方。
"绩": ......
"绩": 左公子孤身前来，的确是勇气可嘉。要不是时间紧张，在下也非常愿意和左公子这样的青年才俊多聊聊。
"绩": 可是......要是在下不配合呢？
男人拿出一只玉梭，除了格外精致些，似乎没有什么异样。
左乐看到了上面隐隐绕着的丝线。
"左乐": 休想——！

"绩": 嗯......？
(震动)
晃神只有一瞬间。
男人手中玉梭还未扬起，秉烛人的刀锋已经抵在了他的喉咙上。
"左乐": 我不过是一个普通人，没有和你们代理人对抗的力量......
"左乐": 但是在这幅画卷里，我们没有什么区别。
"绩": 这画卷......是我那个妹妹......
"绩": 你们寻常人类什么时候也敢利用这种力量了？
"左乐": 你大概是低估了巨兽学士对你们的研究程度......你们每一位的能力，司岁台都了如指掌。
"绩": 没想到夕居然对我意见这么大，宁愿和秉烛人合作也要来找我的麻烦......
"绩": 不过秉烛人私下接触代理人不该是重罪吗？左公子已经是戴罪之身，还要做这种出格的事，就没有考虑过后果？
"左乐": 能在这里阻止你......将你捉拿归案就够了。
"左乐": 你将邪魔污染引入大荒城，就是为了毁掉十二楼五城？
"左乐": 这件事背后，是不是也有那个罪人的谋划？
"绩": 如果我说，正是如此呢？
"左乐": ？！
"绩": 那左公子想怎么做呢？
"绩": 在这里杀了我，好让京城地底的岁得到的神识再多一份？大炎真的做好开战的准备了？
"左乐": 如果这样才能阻止你，我们会这么做。时至今日，岁兽绝不是你们胡作非为的挡箭牌。
"绩": 可到底是笔需要盘算的买卖。
(震动)
男人微笑着无视抵在喉咙上的长刀，掸了掸衣袍，找了一处石阶坐了下来。
"左乐": 老实点——
"绩": 何必紧张，既然都已经用这幅画卷困住了我，现在的我不过是个手无缚羽之力的裁缝罢了。左公子难道害怕我飞出去？
"绩": 机会难得，不如来聊一聊吧。
"左乐": 你只该回答我的问题。
"绩": 左公子对藏书阁里那些自己没有权限接触的卷宗，难道就不感到好奇？
"绩": 大好的机会就在眼前，左公子想问的问题应该不止这些吧？
"左乐": 别想耍花样......
"绩": 我们就来算笔账吧。
"绩": 算一笔炎国和巨兽的账。

"天师学徒": ......到这里就没有了？
"天师学徒": 这些被邪魔污染的种子，如果是从那条河上漂过来的，怎么越到城边，污染的痕迹越少......
"天师学徒": 难不成......
她掬起一把泥土在手里细细捻着，眉头随即攒成一团。
地面隐隐有震动传来，远处新建起的移动地块高低起伏，像是连绵的山脉，又像是荒蛮之物隆起的背脊。
钢筋水泥捧起有万年历史的土壤，庞大的造物似是架起了跨越无数岁月的桥。可又有谁知晓这土地万年的痕迹？
"天师学徒": ......是你干的吗？
"天师学徒": 这么多年，都是你不声不响地压制着这一片邪魔......你图什么？
"天师学徒": 哪有你这样的“神仙”......

"绩": 左公子，见过蚕吗？或者至少该听过一个成语，叫“作茧自缚”？
"左乐": 什么意思？
"绩": 我对这些事可是熟得很。
"绩": 那些虫子生长的时候总要渡过一劫，渡得过去的，破茧而出；渡不过去的，生命就在一片昏暗里悄无声息地停止了。
"左乐": ......你在说谁是虫子？
"绩": 如你如我，世间万物。
"左乐": 随你怎么想，但我们可没打算自比虫子。
"绩": 你们以自己创造的文明为荣，可司岁台的资料里，难道没有记述最初的最初，真龙为什么能结束百氏之乱？
"左乐": 我们当然知道，也十分清楚那不过是岁兽出于傲慢的愚弄，绝非恩赐。难道你还想让炎国念你们的好？
"左乐": 何况时至今日，你们早就不具备那样的力量。
"绩": 毁灭新生，任何生命都逃不过。夏虫不可语冰，我们所见所闻所思所想，其实都被包在一只茧里，总要保持谦逊的。
"左乐": 你想说什么？
"绩": 从那场大战结束，我们这些人出现，司岁台至今也有千年的历史了。
"绩": 左公子难道就没有考虑过，为什么直到现在炎国才决定除岁？
"左乐": 百年前，那罪人作乱，导致一名代理人身死。如今岁兽苏醒已是不可避免，除岁当然势在必行。
"绩": 岁兽将醒，是哪位巨兽学士得出的结论？
"左乐": ......
"绩": 待到炎国不得不大动干戈时，到底对谁有利好，“除岁”这件事，有没有某些人自己的算盘？
"绩": 这些问题，左公子到底是没想过，还是假装它们不存在？
"左乐": 我凭什么要听信你的一面之词......
"绩": 当然不必信我，我们来算另一笔账吧。
"绩": 且不论我只是一介商贩走卒，我那些年长的哥哥姐姐数百年来把多少危险挡在大炎国门之外。
"绩": 就连我那个“游手好闲”的妹妹，要是没有她，炎国不知道要花多少倍的力气才能造出如今这些移动城市。
"绩": 还有，一直守在这里的那位姐姐......
"绩": 巨兽与炎国的历史共生，自始至终，我的那些兄弟姐妹不曾做过危害炎国的事，他们所求，不过只是像人一样普通地活着罢了。
"绩": 而如今，他们却要因为一些无妄之灾丢了性命......左公子倒是告诉我，这笔账又该怎么算？
"左乐": ......
"左乐": 你们当中有些人，的确对炎国功不可没，炎国也从来不曾忘记。
"左乐": 现在，是你们中有人选择站在了与大炎敌对的一面，是你们在威胁大炎亿兆百姓的安全。
"绩": 哎，左公子方才还说，所谓“神”对炎国的照顾不过尔尔，怎么遇到一些难题，便又怪起“神”了？
"绩": 哪里有“神”呢，自始至终，都只有人。
"绩": 为什么不看看你们自己脚下呢。

"禾生": 这些受污染的庄稼，不是已经处理掉了......
"禾生": 不，不对......这些明明是之前正常收下来的粮食，为什么会变成这样......
几日前收割下来的稻谷堆满了粮仓。
本应是金黄色的谷堆，现在却变成了赤黑色的小山。


  <行动后>


就像是做梦一样。
她走过了很长一段路，在冰天雪地中翻山越岭，路的尽头是一片望不到边际的稻田。
丰硕的稻穗像金子一样，黄灿灿的。不知是谁把它们种在了这里，不知为何它们能在这里长得如此繁盛。
真好啊。
“就留在这里吧。”
她听到有一个声音在呼唤她。
不......不。
她还记得，自己还有没做完的事，自己还有要回去的地方。
她拾起一株稻穗。

(震动)
模糊的身影挥舞着锄头，将一粒粒种子埋进地里。
"忙碌的农民": 您回来了？！太好了，大伙都在等您呢！
"忙碌的农民": 您这次走了好久，路上还顺利吗？有没有找到想找的庄稼？
"忙碌的农民": 老师......您还好吗？您看起来有点......
(震动)
"忙碌的农民": 这......这是什么？！
(震动)
"忙碌的农民": 救命——救命！

"老乡长": 小禾？你怎么还在这？
"禾生": 我查到了......
"禾生": 污染......不是跟着洪水过来的，污染源应该在地下才对。
"禾生": 现在集合天师府的人手，抓紧开始研究应该还来得及！
"老乡长": 别琢磨了。
"老乡长": 已经决定了，要放弃这些地了......
"禾生": 不会耽误太多时间的！可能只要两三天，我就能锁定污染来源，肯定会有解决办法的！
"禾生": 大荒城每一厘田地都来之不易，我们都还没有努力过，怎么能说放弃就放弃了——
"老乡长": 不是几片地块，是整座大荒城。
"禾生": 什么......？
"老乡长": 明天之前，所有人都要搬到核心城上去，跟随核心城向东迁移，其他田地就丢在这了。
"老乡长": 其他天师都在着手组织大家搬家的事，这才是现在最要紧的事......你也去帮忙吧。
"禾生": 这是......谁的主意？
"老乡长": 能下令让一城搬迁的，你觉得呢？
"禾生": 为什么......
"禾生": 这些试验田，还有这些才种下去的作物......
"禾生": 今年已经是荒年，如果再放弃这些庄稼，会有多少人饿肚子。
"禾生": ......就像回到以前的时候。
"老乡长": 我们尽力了。
"老乡长": 尽早将人力撤走，尽早准备灾后应对措施。你是天师府的天师，别在这种时候拎不清——
"禾生": 神话是真的......？
"老乡长": 说什么傻话......
"禾生": 河北岸的冻土，藏着什么东西？就是它们污染了土地，对不对？
"老乡长": 就当是一场天灾。
"老乡长": 多少年来，我们保护不了的东西还少吗......
"禾生": 大家不会走的。
"禾生": 这是我们的土地，不弄明白这里到底发生了什么，大家都不会走的。
"禾生": 神农能把这些敌人挡在家园外面，我们也能。
"老乡长": ......

是幻觉吗？
眼前广袤的田地瞬间变得荒芜。
不，不是田地荒芜，而是这一方天地都被另一片空间侵噬，这已不是人们熟悉的土地。
"禾生": 那边是怎么回事？！
"老乡长": 来不及了......

(灰幕)
"受惊的农民": 黍姑娘，刚才那到底是什么东西......
"受惊的农民": 老师她......生病了吗？她为什么会变成这副模样？
"黍": ......
"黍": 把她，安葬了吧......
一具瘦削的身躯倒在冷硬的土地上，单薄的衣衫口袋里，装着一小袋种子。
"受惊的农民": 这是她带回来的种子？她找到传说中的种子了吗？
"受惊的农民": 这两年收成实在不好，有了这袋种子，说不定还有希望......
"受惊的农民": 我们把它带回去......
(灰幕结束)

"年": 邪魔的污染，为什么在地下？
"年": 天机阁不是在外边守着？那些污染物是怎么绕过老家伙跑进来的？
"天机阁天师": 根据现在的观测结果推算，这里的污染物早在还没有天机阁的时候就已经存在了。
"天机阁天师": 这片土地的地下，已经被高度侵染了。
"年": 但这么多年来邪魔影响都没有扩散，是因为她在这里？
"年": 可为什么现在这个时候......她难道......
"天机阁天师": 灾难来源，天机阁大抵已有判断。但当务之急是应对眼下危机。
"天机阁天师": 此次邪魔灾害的影响前所未有，情况在天机阁所有预案之外。
"年": 你们天机阁的天师竟然主动找我......现在还有什么办法？
"天机阁天师": 北岸天机阁全线后撤，同时将对邪魔的防线向南后撤五十公里。
"天机阁天师": 丢弃一切地块，只撤离核心城，之后需要你协助启动核心城的部分防御功能，以核心城为屏障重新设立防线。
"年": 这个方案，听起来没有讨论牺牲人数对吧？
"天机阁天师": 邪魔秽物不比一般的灾害，务必当断则断。
"年": 可没见过大炎做这么消极的判断，这是谁的命令？
"年": ......是你们的头头，那个见首不见尾的老天师的意思？
"天机阁天师": 听命行事即可，勿要多问。
"夕": ......
"年": 你在看什么？
"夕": ......她为什么要这么做？
"年": 她大概是真的舍不得这里吧......
"年": 如果早在那个时候，邪魔就已经污染到这片土地的下面......这么多年，全靠她在压制着。
"年": 一千年......意识被邪魔啃噬了整整一千年，会是什么感觉......
"年": 这个姐姐......真是......
"夕": 现在没有别的办法了？
