
《21.理想城：长夏狂欢季》

01.IC-ST-1 旅行前夕
"克罗绮·砖石": 唔，刺激一点承包两个月也行。这个可以由投票决定。
"克罗绮·砖石": 然后关于输几个月酒的竞猜或许也能再发一批奖券......
"依娜姆": ......我开始担心际崖城市民的未来了。
"嘉维尔": 唔，这种其实没派上什么用场的感觉真是难得。
"森蚺": 怎么？你一定得揍些什么才满意？
"嘉维尔": 也不是。
"嘉维尔": 不过，如果顺利的话，阿卡胡拉能收获些杜林的技术，这就不算白回来一趟了。
"特米米": 嘉维尔虽然很早就离开了家，但其实还蛮关心阿卡胡拉的吧！
"嘉维尔": 嗯，就算看过了各种各样的地方，还是雨林里最让我安心。
"依娜姆": 那你会回来吗？
"嘉维尔": 暂时还没这个打算。我在罗德岛上还有病人呢。
"依娜姆": 相当多提亚卡乌希望你回去，你甚至可以考虑成为王酋。
"嘉维尔": 他们还希望地上会直接长蕉果。这片大地总不会遂了每个人的愿。
"依娜姆": 嘉维尔，你来担任阿卡胡拉的王酋是最合适的，只有你才能镇住所有提亚卡乌。
"依娜姆": 所有人都在期待着你的回归。
"依娜姆": 而如果你实在不愿意，那么，最后结果可能会变成萨尔贡宫廷派一个王酋来管理阿卡胡拉。
"依娜姆": 到时候，阿卡胡拉一定不会再像如今这么自由。
"嘉维尔": 依娜姆，不是还有你这个大酋长吗？
"依娜姆": ......不，有些事情我是没办法做的。
"依娜姆": 我可以想办法帮大家从外面倒一点破烂回来。但真正能够把提亚卡乌紧紧拧成一条藤蔓的，不会是我。
"嘉维尔": 依娜姆，我也并不是在逃避责任。
"嘉维尔": 只是，我还没想好怎么做。
"森蚺": 嘉维尔居然在“想”，真难得。
"嘉维尔": 喂，祖玛玛，想打架吗！
"森蚺": 我的意思是，嘉维尔一般都是做了再去想。
"嘉维尔": 关于我自己，或许可以。但如果关于这么多提亚卡乌......
"卡奇·叙光": 该结束的总会结束，不是吗，就像是这大滑梯一样，拆掉，然后会建新的。
"卡奇·叙光": 其实我刚才没听见你们在聊什么啦，我只是想说，朋友们，趁它还没消失，我来给你们拍张合照吧。

"嘉维尔": 哈哈，也好，复杂的东西暂时放到一边。
"嘉维尔": 眼下先要尽兴！
"嘉维尔": 特米米，你也笑起来！

"卡奇·叙光": 看来你们已经学会杜林人的哲学了。
"嘉维尔": 毕竟休个假可不容易，怎么能浪费呢！
"卡奇·叙光": 说得好，我该敬你一杯！想尝尝浆果番茄酒吗？我请。
"嘉维尔": 不，这个还是算了。

//////  用于拆除的炸药已经布置完毕，助理机器人也通通做好了准备。  //////
//////  这座带给了大家无数欢乐的大滑梯即将消失。  //////
//////  但是夏天总要结束，之后一定还会有更浓的快乐。  //////
//////  每个际崖城的市民都是这么相信着的。  //////
//////  五、四、三、二、一。  //////
(震动)

//////  爆炸声并没有人们想象的大，大滑梯只是开始缓慢地崩解。  //////
//////  如果用一些修辞的话，可以说是溶化在了水中。  //////

"极境": 嗯，消失得很轻盈。
"斯第奇·画布": 我还以为你会喝得烂醉如泥，然后错过目睹这玩意被炸掉的美好景色。
"极境": 哈哈，我只是比较擅长享受。
"极境": 但是，在这种时候，我更倾向于保持清醒。
"极境": 这是我对正在消逝之物最基本的尊重。
"斯第奇·画布": 哇哦，难道你其实是个深藏不露的聪明人？这种人设就算是在际崖城的图书馆藏书中也算是烂俗了。
"极境": 你这小子！
"卡奇·叙光": 斯第奇。
"斯第奇·画布": ......卡奇。
"卡奇·叙光": 接下来就是要动真格的了，我们公平竞争，各凭本事吧。
"卡奇·叙光": 不介意的话，握个手？
"斯第奇·画布": ......好吧，出于对另一位际崖城公民最基本的尊重。
"极境": 我说，你们是不是其实关系蛮好的？
"斯第奇·画布": 你用哪只眼睛看出来的？
"克罗绮·砖石": 接下来就是要动真格的了！
"斯第奇·画布": ......克罗绮什么时候又喝上了？
"克罗绮·砖石": 预热的预热，前奏的前奏，际崖城大竞技系列第一季！
"克罗绮·砖石": 恰卡恰卡恰卡恰卡——咚咚！游泳大赛！
"克罗绮·砖石": 几位，有没有兴趣？



06.IC-5 加速冲线



"克罗绮·砖石": 那么，第一届际崖城与阿卡胡拉和罗德岛联合举办的游泳大赛，现在正式拉开帷幕！
"克罗绮·砖石": 本次比赛将由我，际崖城的商业代表克罗绮·砖石，借由黛柯绮·银币小姐亲手打造的高精度摄像机为各位带来直播。
"克罗绮·砖石": 首先，让我们介绍一下这次比赛的赛道。
"克罗绮·砖石": 从这边的岸边到隧道所在的岸边，直线距离约为一公里的地下湖泊。
"克罗绮·砖石": 而比赛规则是——
"克罗绮·砖石": 没有比赛规则，谁第一个抵达湖的另一边就算是胜者！
"克罗绮·砖石": 胜者将代表所属的组织获得由我克罗绮提供的特质精酿麦酒一个月不限量自由饮用权！
(震动)
"克罗绮·砖石": 首先，罗德岛方面派出的参赛选手是——
(震动)
"克罗绮·砖石": 伊比利亚之风，罗德岛第一美男子，极境！
(震动)
"极境": 哈哈，杜林的各位大家好啊！
"依娜姆": ......他刚才把克罗绮拉过去在那交流半天原来就是想让她念这些吗。
"克罗绮·砖石": 阿卡胡拉方面派出的代表是——
(震动)
"克罗绮·砖石": 嘉维尔！
"特米米": 嘉维尔，加油！
"嘉维尔": 大家好啊！
"克罗绮·砖石": 而代表际崖城参加的选手，竟然是——
(震动)
"克罗绮·砖石": 竟然是我们的环境与气候代表，耶奇大师！
"阿芙朵嘉": ......
"阿芙朵嘉": 所以说，只是要派人去隧道那边要安放仪器的位置事先勘测一下，为什么，会变成，游泳比赛？
"嘉维尔": 机会难得啊。
"嘉维尔": 装备什么的还要等一等吧？
"嘉维尔": 而且，铁路还没修好的话，来来回回也不方便，既然都是要过去的，为什么不做点有趣的事情呢？
"阿芙朵嘉": 哈......随你们的便吧。
"嘉维尔": 你不来吗？
"阿芙朵嘉": 我没兴趣，我宁愿去看看特米米和黛柯绮的施工准备得如何了。
"嘉维尔": 唉，你这乌萨斯人真没意思。
(震动)
"阿芙朵嘉": 我不是乌萨斯人！
"阿芙朵嘉": 而且，你到底是怎么说服耶奇大师......
"耶奇·地心": 阿芙朵嘉，我是自愿的。
"阿芙朵嘉": 欸，但是......
"耶奇·地心": 老头子我只是希望你们在玩乐的同时，也能帮帮我的忙。
"耶奇·地心": 现在既然你们帮了我的忙，参加这点活动我当然不会反对。
"耶奇·地心": 倒不如说啊，城里这帮家伙虽然喜欢玩水，但是要说游泳健将，那可真是一个都挑不出来。
"耶奇·地心": 唉，这毕竟也算是事关我们际崖城的脸面，所以也只好我这老胳膊老腿勉强拼一把咯。
"阿芙朵嘉": ......
"嘉维尔": 哈哈，没事的，大师，友谊第一，比赛第二嘛。
"耶奇·地心": 哼，就算你这么说，要是传出去，我们际崖城和地上人比赛输了，那我们的脸上怎么挂得住？
"嘉维尔": 但是你刚才也听到了，阿芙朵嘉说她没兴趣，没说她不会。
"耶奇·地心": 我们杜林人从不为难别人，她既然不愿意参赛，我又怎么会强迫她呢？
"阿芙朵嘉": ......
"耶奇·地心": 况且，阿芙朵嘉本来就不是我们际崖城的人，她不想代表际崖城也是情有可原。
"耶奇·地心": 老头子我啊，今天看来要豁出去才行了。
"阿芙朵嘉": ......我知道了，我知道了，我代表杜林参赛还不行吗！
"阿芙朵嘉": 这样你们满意了吧！
"耶奇·地心": 真的？
"阿芙朵嘉": 您都这么说了，我还能不参加吗！
"嘉维尔": 哈哈哈，这才对嘛！
"耶奇·地心": 克罗绮！
"克罗绮·砖石": 欸，阿芙朵嘉小姐你真的要参赛吗？
"阿芙朵嘉": 有什么问题吗？
"克罗绮·砖石": （小声）一个月不限量的精酿麦酒饮用权，要是真的让她赢了，那我可要亏大了。
"克罗绮·砖石": 哎呀，反正只是一场友谊赛，不用太认真也没关系的。
"阿芙朵嘉": 我会赢的！为了际崖城，为了麦酒！
"克罗绮·砖石": 呃，好吧，那你加油。
"克罗绮·砖石": 不好意思，各位，出了一些状况。
"克罗绮·砖石": 际崖城方面派出的选手，将临时由耶奇大师更替为阿芙朵嘉小姐！
"克罗绮·砖石": 让我们给她送上热烈的掌声！
"嘉维尔": 话说回来，耶奇大师始终是要跟我们一起过河去勘测的。
"嘉维尔": 这样吧，耶奇大师，比赛的时候你坐我背上，我把你背过去。
"耶奇·地心": 噢！
"阿芙朵嘉": 你在看不起我吗，嘉维尔？
"嘉维尔": 嗯？没有啊？
"嘉维尔": 我只是觉得，这样我也不会输而已。
"阿芙朵嘉": ......
"嘉维尔": 反倒是你，阿芙朵嘉，既然你要参赛，你赶紧换一件衣服吧。
"阿芙朵嘉": 你想要负重，那我也不想欺负你，这身衣服已经足够了。
"嘉维尔": 哦？
"阿芙朵嘉": 虽然我平时不太喜欢运动，但这可不代表我不会运动。
"阿芙朵嘉": 我还没有孱弱到输给萨尔贡人的地步呢。
"嘉维尔": 哈哈哈，你知道吗，阿芙朵嘉，你现在的眼神，是我遇见你以来最棒的眼神。
"阿芙朵嘉": （乌萨斯语）无礼的家伙。
"克罗绮·砖石": 那么接下来请三方代表站到比赛开始位置。
"嘉维尔": 在喊我们呢。
"阿芙朵嘉": 不用你提醒我。
"极境": 嗯......虽然这时候插话似乎有些不解风情，不过，她们两位是不是忘了我也是对手之一？
"极境": 算了，大家终究会知道，我才是最终会一鸣惊人的那一个。
"克罗绮·砖石": 好，现在三位选手已经各就各位了。
"克罗绮·砖石": 三——
"嘉维尔": 大师，扶稳了啊，开始游之后我不一定顾得着你。
"耶奇·地心": 放心，不要小看老人的智慧。
"克罗绮·砖石": 二——
"阿芙朵嘉": ......可恶，被嘉维尔一刺激，没有忍住说了乌萨斯语。
"阿芙朵嘉": 嘉维尔，我一定要战胜你。
"克罗绮·砖石": 一——
"极境": 啊，忽然想到，刚才让克罗绮小姐说的头衔里，应该再加一个荒野孤行客的。
"极境": 可惜，下次要记住了。
"克罗绮·砖石": 我忽然发现一个问题，如果我要跟踪摄像的话，不跟上他们会拍不到的吧？
"克罗绮·砖石": 但我没有船，又不能一边游一边摄像，这可怎么办？
"克罗绮·砖石": 呃，算了，
(震动)
"克罗绮·砖石": 比赛开始！
(震动)
随着克罗绮的一声令下，三个身影，不，确切地说，是两个身影，外加一个驮着一个身影的身影，同时跃入水中。
比赛开始了。

"远处的广播声": 好快好快，首先冲在最前面的果然是嘉维尔。
"远处的广播声": 自从来到际崖城后，嘉维尔就向我们展现出了她无与伦比的运动能力。
"远处的广播声": 即使背上背着耶奇大师，她依然冲在了最前面！
"斯第奇·画布": 这帮人还真是有闲心。
"黛柯绮·银币": 为什么你不去加入他们呢，斯第奇·画布？
(震动)
"斯第奇·画布": 黛柯绮？！你为什么会在这里，你不是应该正在准备修铁路吗？
"黛柯绮·银币": 这些都不难，我已经把工作分派给机器人们了。
"斯第奇·画布": 我的身上有矿石病，你不要轻易靠近我。
"黛柯绮·银币": 但矿石病不会轻易传播的，不是吗？
"黛柯绮·银币": 而且，你家里比较安静，我喜欢这里。
"斯第奇·画布": ......
"远处的广播声": 这真是令人意想不到，虽然嘉维尔确实保持了第一。
"远处的广播声": 但是紧随其后的竟然是——阿芙朵嘉小姐！
"远处的广播声": 没想到，在际崖城中总是以优雅淑女形象出现在我们面前的阿芙朵嘉小姐，体内竟然蕴含着这样的能量！
"远处的广播声": 她紧紧地咬住了嘉维尔，两人之间的距离丝毫没有拉开。
"远处的广播声": 哎呀，我有点看不见了，有没有人让我踩一下肩膀。
"远处的广播声": 好，对，谢谢。
"斯第奇·画布": 虽然《奇谈怪论》里说来自乌萨斯的人体能都很好，可以靠吞冰块活过三个月，但阿芙朵嘉居然真的能追上嘉维尔......
"黛柯绮·银币": 你这不是很关心那边的情况吗，为什么不去看一看呢。
"斯第奇·画布": 我对那种浪费时间的行动不感兴趣。
"黛柯绮·银币": 是吗？明明从刚才开始你那张竞标的设计图就一笔都没动。
"斯第奇·画布": ......
"斯第奇·画布": 你到底是来干什么的，黛柯绮？
"黛柯绮·银币": 我只是有点好奇，斯第奇，你在烦恼什么呢？
"黛柯绮·银币": 是因为你觉得你欺骗了嘉维尔他们吗？
"黛柯绮·银币": 其实，事情根本没有那么麻烦。只要你愿意动手修好穹顶，一切问题都迎刃而解。
"黛柯绮·银币": 但不想修穹顶的你，却借口穹顶是因为大家投票的原因不能修，才“勉为其难”地提出炸掉滑梯来修铁路这件事。
"斯第奇·画布": 只要炸掉了滑梯，修好了铁路，一样能检测到活性源石层的蔓延情况，我又没有说错！
"黛柯绮·银币": 我没有说你说的有错啊，虽然用机器设备勘测源石确实是几乎被淘汰的技术，城里的那一套也确实旧了一些，但还能用。
"黛柯绮·银币": 等到船造好，我们再过去布置好，耶奇大师的问题就解决了。
"黛柯绮·银币": 他不会再来缠着你修穹顶，你可以继续在这间屋子里做你的设计，和卡奇较个高下，一切都解决了。
"黛柯绮·银币": 为什么你要焦躁呢？
"黛柯绮·银币": 你在为什么焦躁呢？
"斯第奇·画布": 我......
"远处的广播声": 赛程已经过半，根据我的目测，大概有三百米了。
"远处的广播声": 啊？已经四百米了吗，嗯，好吧。
"远处的广播声": 总而言之，现在的顺位和比赛一开始的时候并没有变化，嘉维尔第一，阿芙朵嘉第二，极境第三。
"远处的广播声": 不过非常奇怪的是，极境虽然从没有完成过反超，但是他的游泳姿势却非常的......帅气？
"远处的广播声": 难道说，他其实是故意保持第三的？
"斯第奇·画布": 我只是有些心神不宁。
"斯第奇·画布": 感觉好像把事情都丢给了他们一样。
"斯第奇·画布": 虽然我答应下来了与卡奇比稿，竞争际崖城新地标的设计权，但是......我该怎么说服那些市民？我没把握。
"黛柯绮·银币": 斯第奇，如果你在卡奇面前也能这么坦率，你们的关系会更好些的。
"斯第奇·画布": ......不可能。
"斯第奇·画布": 我永远不会喜欢那个家伙，那个家伙也永远不会喜欢我。
"黛柯绮·银币": 嗯......反正我只是来找个休息的地方的，你打算坐在这里对着空白的图纸发呆也不关我的事。
"黛柯绮·银币": 不过，如果你要是也想要过去看看的话——
"奇怪的机械0429": 黛柯绮，黛柯绮，按照你布置的工业计划，为将来建设铁路桥准备的第一艘船刚刚造好了，已经停在湖边了。
"黛柯绮·银币": 船上放着耶奇大师需要的开凿山岩和勘测源石矿脉的设备，你正好可以帮我把那些东西送过去。
"斯第奇·画布": ......
"斯第奇·画布": 谢了。
"奇怪的机械0429": 黛柯绮，黛柯绮，照顾斯第奇。
"黛柯绮·银币": 要说照顾他的人......我可不是唯一一个呢。
"黛柯绮·银币": 反正，现在他也走了，我总算可以稍微睡一会了。
"黛柯绮·银币": 之后的施工就交给你们和那些地上人咯？
"奇怪的机械0429": 放心，有朋友祖玛玛帮我们，放心。
"黛柯绮·银币": 你们就那么喜欢她吗？
"奇怪的机械0429": 祖玛玛，照顾我们，祖玛玛，喜欢。
"黛柯绮·银币": 真是个不可思议的地上人。

"很高的克罗绮·砖石": 为了获得更好的视野，我们现在来到了湖边！
"很高的克罗绮·砖石": 嗯？那边的不是建筑设计师斯第奇吗？
(震动)
"很高的克罗绮·砖石": 哎，你们别动，我要站不稳了！
(震动)
"很高的克罗绮·砖石": 哇啊啊啊！
为了让克罗绮能够看清赛况，杜林人为她叠成了高塔。
然而，叠成十几人高的杜林塔本就有些歪歪扭扭，在克罗绮的扭动下，杜林塔不可逆转地发生了倾斜，最后——
"克罗绮·砖石": 哎呀，我的屁股好痛......

"特米米": 唔，我记得，机器人说船应该停在这里。
"特米米": 这些装备应该是耶奇大师要用的装备吧？
"特米米": 嘿咻，把嘉维尔的装备也放上去，然后拜托开船的人把它们运过去吧。
"斯第奇·画布": 嘶......呼......
"斯第奇·画布": 是这艘船没错吧？
"特米米": 斯第奇？应该是的吧。
"斯第奇·画布": 我先走一步。
"特米米": 欸？
(震动)

"克罗绮·砖石": 咦，他......他迅速地跳上了被机器人们搬到湖边的小船，启动了小船，向着湖对岸开了过去！
(震动)
"克罗绮·砖石": 难道说，难道说他也是来参加比赛的么？！
"克罗绮·砖石": 这么一说，我好像确实没有规定不能用交通工具来着！


  <行动后>


(震动)
"奇怪的机械": 祖玛玛，组装船只，这样正确？
"森蚺": 嗯，在结构上没有问题，但是我认为这个结构是可以调整的，比如你看——
"森蚺": 你们看，这样就更加牢固了。
"奇怪的机械": 祖玛玛，祖玛玛，厉害。
"森蚺": 只是一点经验罢了。
"依娜姆": 祖玛玛，你果然在这里。
"森蚺": 依娜姆？你怎么来了？
"依娜姆": 这些源石勘测设备不是要运送到对岸么，我正好没事做，就帮忙运过来了。
"森蚺": 谢了。
"依娜姆": 为什么是你来谢我......你还真把自己当成这群机器人的一员了。
"森蚺": 嗯，难得能交到这么多的好朋友。
"奇怪的机械": 祖玛玛，祖玛玛，好朋友！
"森蚺": 而且，我其实一直想要帮Lancet-2大姐找到适合的相亲对象。
"依娜姆": ......如果我没记错的话，Lancet-2是当时跟罗德岛一起来的机器人吧？
"森蚺": 嗯，她现在是我的姐姐。
"森蚺": 我的技术还没有办法做到造出Lancet-2大姐那样智能的机器人，所以就想在这群机器人中找一找。
"依娜姆": 结果怎么样？
"森蚺": 它们很善良，不过感觉都不是大姐会喜欢的类型。
"森蚺": 大姐似乎比较中意博士那样比较知性的，这点比较伤脑筋。
"依娜姆": ......
"依娜姆": 算了，提亚卡乌里奇奇怪怪的家伙也不止你一个。
"远处的广播声": 大家好，我是克罗绮，我找了一个比较安全的高处来为各位继续进行报道。
"远处的广播声": 距离终点还有，嗯......三百米吧？管他的。
"远处的广播声": 城市建筑设计师中，最为特立独行的一位，芬奇大师的唯一弟子，斯第奇·画布，不知道从哪里弄来了一条船，强行插入了我们的比赛。
"远处的广播声": 嗯？他好像在对着我们的方向说些什么，让我放大镜头看一看他的唇语......
"远处的广播声": 他在说，嗯......我猜是“我要拿第一！”
"远处的广播声": 哦，他还朝着我比划了一个愤怒的手势，没想到我们的建筑设计师小哥冷淡的外表下原来隐藏着这样一颗火热的心！
"远处的广播声": 虽然他出发的时间相当晚，但是，交通工具的优势毕竟是十分巨大的。
"远处的广播声": 就在我说这些话的时间，他已经拉近了相当一部分距离！
"依娜姆": 那边也真是热闹得不行。
"依娜姆": 虽然想说嘉维尔走过的地方永远都是这个样子，但是这群人的热闹程度也真是不得了。
"森蚺": 你不习惯吗？
"依娜姆": 以前不习惯，在阿卡胡拉待久了，不习惯也习惯了。
"依娜姆": 现在，要是哪天没人打架和吵吵闹闹，我才会觉得不习惯。
"森蚺": 你也是个提亚卡乌了。
"依娜姆": 谁说不是呢。
"依娜姆": 说起来，祖玛玛，我记得，前年那会儿，如果不是嘉维尔跑了回来，你其实是打算当阿卡胡拉的大酋长的吧？
"森蚺": 确切地说，成为大酋长并不是我的目的，我只是希望通过那个方式来证明我自己。
"森蚺": 我的理想一直是造出最厉害的机器。
"依娜姆": 好吧，果然在这方面指望你这家伙是不可能的。
"森蚺": 你在考虑王酋的事情吗？
"依娜姆": 太好了，看来你和特米米在外面还是学到了一些有关国家体制的知识，不像嘉维尔。
"依娜姆": 真不知道她在外面这几年是怎么活下来的。
"森蚺": 在嘉维尔面前，有些我们觉得理所当然的事会为她让步，比如，适应环境。
"依娜姆": 哈哈，确实。
"森蚺": 所以，你想让她来当王酋？她真的适合吗？
"依娜姆": 说实在的，我觉得随便去萨尔贡大街上找个路人，都比她适合当王酋。
"森蚺": 我同意。
"依娜姆": 但是，如果要从提亚卡乌中选出一个能够统领阿卡胡拉的人，那非她莫属。
"森蚺": 这是作为一个提亚卡乌的看法，还是作为一个萨尔贡信使的看法？
"依娜姆": ......
"远处的广播声": 比赛此时已经进入了后半程！
"远处的广播声": 嘉维尔依然保持领先，虽然她的领先优势已经越来越小了。
"远处的广播声": 但是要超过她的却不是阿芙朵嘉小姐！
"远处的广播声": 虽然阿芙朵嘉小姐已经十分努力了，但是选择直接下水还是为她带来了麻烦！
"远处的广播声": 衣服的重量让她的行动变得缓慢下来了！
"远处的广播声": 没错，紧咬在嘉维尔身后的正是极境！
"远处的广播声": 在经过前半段的蓄力后，如今，极境才将他真正的实力展现在我们的眼前。
"远处的广播声": 他超过了阿芙朵嘉小姐，并且眼看已经来到了和嘉维尔齐平的位置！
"远处的广播声": 但是——
"远处的广播声": 他们都没有注意到，真正的威胁正在从身后靠近！
"依娜姆": 居然能追上嘉维尔，极境这家伙果然本事不小。
"森蚺": 他只是喜欢用浮夸的态度来掩饰自己，这也是一种自大。
"依娜姆": 呵呵，确实，下来的时候我就发现了，这家伙其实很厉害，只是不想让人知道。
"森蚺": 别转移话题。
"依娜姆": ......好吧，看来你在那个罗德岛上确实学了很多，祖玛玛。
"森蚺": 我也不想，但是可露希尔师父总是会让我去参加一些和技术无关的会议，我不想听也听进去了一些。
"依娜姆": 看来她对你寄予厚望。
"依娜姆": 至于你的问题......
"依娜姆": 我在阿卡胡拉生活了很久，祖玛玛。
"依娜姆": 久到比起城市中的生活，我更喜欢在雨林中看你们为了毫无意义的事情每天争吵打闹。
"依娜姆": 或许你不相信，不过对我来说，你刚才提到的两个身份，其实是统一的。
"依娜姆": 或者说，正因为我拥有萨尔贡方面的视角，我知道阿卡胡拉不会永远籍籍无名，我才更希望你们能够抢占先机。
"森蚺": 我相信你。
"远处的广播声": 比赛逐渐进入了白热化阶段。
"远处的广播声": 极境的爆发力令人瞠目结舌，他和嘉维尔之间的差距越来越小。
"远处的广播声": 但是，阿芙朵嘉小姐虽然落后，却也没有放弃，她也依然紧紧咬住前方的二人。
"远处的广播声": 阿芙朵嘉小姐，不用那么努力也没关系的！
"远处的广播声": 不过，此时，三人都已经注意到了背后靠近的威胁——驾驶着小船的斯第奇！
"远处的广播声": 是的，机械的力量是伟大的，在短暂的时间里，他已经追上了前方的三人！
"远处的广播声": 距离终点只有一百米左右了！
"远处的广播声": 此时，比赛就像是重新开始一般，三人一船，在新的起点上，开始了最后的比拼！
"森蚺": 但是，依娜姆。
"森蚺": 我是不会帮你说服她的。
"森蚺": 嘉维尔不适合，她也不应该坐上那个位置。
"森蚺": 这一点，你去问特米米也会得到同样的答案。
"依娜姆": 为什么？
"森蚺": 你自己想吧，我很忙。
"依娜姆": ......好吧。
"森蚺": 对了，如果你很闲的话，可以一边想，一边来帮我造船。
"依娜姆": ......你这家伙，还挺会物尽其用的。
"远处的广播声": 八十米！
"远处的广播声": 船只激起的水花让阿芙朵嘉小姐呛到了，阿芙朵嘉小姐失去了战斗能力，好耶——
"远处的广播声": 咳咳，我是说，很遗憾。
"远处的广播声": 五十米！
"远处的广播声": 极境试图借力上船，但是被对斯第奇的行为感到愤怒的耶奇大师误伤，他被当头一棒砸回了水里！
"远处的广播声": 水里开始冒气泡了，他真的没事吗？
"远处的广播声": 三十米！
"远处的广播声": 耶奇大师从嘉维尔的背上跳上了麦酒号，狠狠地在斯第奇的头上敲了一下！
(震动)
"远处的广播声": 好痛，看起来就好痛！
"远处的广播声": 顺便，麦酒号是我刚给这艘船起的名字，堪称我在“大水坑”之后的又一个起名高峰！
"远处的广播声": 看来，最终获胜的依然将是嘉——
"远处的广播声": 不，等等！
"远处的广播声": 麦酒号上，耶奇大师与斯第奇打作一团，他们在争执中似乎不小心把船上的控制仪搞坏了！
"远处的广播声": 麦酒号发出了强烈的轰鸣声，然后！
"远处的广播声": 好快，太快了！
"远处的广播声": 即便是嘉维尔，在暴走的小船面前也无力回天！
"远处的广播声": 在引擎的轰鸣声中，小船率先抵达了终点！
"远处的广播声": 我宣布，本次游泳比赛的冠军是——
(震动)
"远处的广播声": 麦酒号！
"依娜姆": ......为啥？
"远处的广播声": 还没完！
"远处的广播声": 即使抵达了终点，麦酒号似乎依然没有满足！
"远处的广播声": 麦酒号冲上了岸，然后，向着洞穴坍塌的方向冲了过去！
(震动)
轰！！！
"远处的广播声": 我们的耶奇大师和斯第奇建筑设计师，被甩了出去！
"远处的广播声": 而麦酒号勇敢地撞在了堵住隧道出口的岩石上，在那里撞出了一个大窟窿！
"远处的广播声": 可怜的麦酒号！它还没有品尝过为冠军提供的精酿呢！
"远处的广播声": 为它哀悼！看来这次属于冠军的奖品送不出去了呢！
"依娜姆": ......这群人到底在搞什么。



07.IC-6 战逃反应



斯第奇挣扎着睁开眼，看到了两个熟悉的身影。
"克罗绮·砖石": 阿芙朵嘉，我帮你把换洗的衣服带来了。
"阿芙朵嘉": 谢谢。
"阿芙朵嘉": 还有，克罗绮，我建议你，以后还是少喝点酒比较好。
"克罗绮·砖石": 啊哈哈，抱歉抱歉。但是，你看，结果来说不是还挺好吗？
"阿芙朵嘉": 我是看不出有哪里好了......
"阿芙朵嘉": 唉，我还是找个地方换衣服吧。
然后，两人也注意到了斯第奇的醒来。
"阿芙朵嘉": 唉，早上好，斯第奇。
"斯第奇·画布": 我怎么了？
"阿芙朵嘉": 你还记得你是怎么昏倒的吗？
"斯第奇·画布": 我开着船，然后老耶奇跳了过来，然后......嘶......
"阿芙朵嘉": 然后船失控了，冲上了岸，把你们两个甩了出来。
"斯第奇·画布": 耶奇大师呢？
"阿芙朵嘉": 耶奇大师比你先醒来，已经带着极境先进去勘测了。
"斯第奇·画布": 对了，还有船上的装备！
"阿芙朵嘉": 放在船上的那些设备基本都损坏了，勘测设备......已经让黛柯绮加紧制造了。
"阿芙朵嘉": 开凿设备倒是不用了。
"斯第奇·画布": 为什么？
"阿芙朵嘉": 从刚才开始，你就没有感觉到有什么东西很吵吗？
阿芙朵嘉无奈地向着不远处看了一眼。
而在她的提醒下，斯第奇才意识到，原来，刚才开始就存在的噪音并不是天然的。这似乎是一种电锯轰鸣和山岩崩塌的混合声？

"斯第奇·画布": 嘉维尔，你在干什么啊......
"嘉维尔": 看不就知道了，我在清理岩壁啊。
"阿芙朵嘉": 虽然船把坍塌的地方砸出了不小的口子，但是，依然没有那么简单能够通行。
"阿芙朵嘉": 而开凿的装备也坏了，原本还以为要等一会儿，结果——
"阿芙朵嘉": 如你所见。
"嘉维尔": 哈哈，比起修铁路和勘测，很显然，这个才是我的强项嘛！
环视四周，斯第奇看到了许多切面非常规整的岩石碎块，以及一个足够两人并肩通行的洞口。
这无疑是嘉维尔的杰作。
也就是说，在开凿设备全部损失的情况下，嘉维尔仅凭自己一个人，就打开了通往隧道内的路。
斯第奇忍不住开始怀疑，他在阿卡胡拉部族里听到的那些有关无敌的嘉维尔的离奇传言，是不是有一部分其实是真的。
"嘉维尔": 哦，极境，你怎么回来得这么快？
"极境": ......
"嘉维尔": 发生了什么，耶奇大师呢？
"极境": 情况有点不妙，嘉维尔。
"嘉维尔": 怎么了？难道有什么巨大源石虫之类的东西？我听普罗旺斯说过她在汐斯塔见过那种玩意。
"极境": 如果是某种生物，我现在一定还有心情跟你开玩笑。
"极境": 跟我来。

在钻过隧道的坍塌处后，众人走入了隧道之中。
隧道之中的空间，实际上与其说是隧道，不如说是洞窟，宽广又幽深。
不过，极境的引导十分高效，在他的指引下，众人在洞穴中的穿行十分顺利。
顺利到让人忍不住好奇，他是怎么在这么短的时间内就摸清了隧道的构造，甚至怀疑他是否来过这条隧道。
然而，和这点近乎玩笑的怀疑相比，当极境停下脚步时，众人所看到的东西，更令他们感到怀疑。
那是一条裸露在岩层外的源石矿脉。
并且，任何对源石有些了解的人都能够轻易发现，这条源石矿脉已经活性化了很久。
而活性化，意味着——
爆炸。
或者说——
灾难。
(震动)
"斯第奇·画布": 这怎么可能？！
"耶奇·地心": 这个方向上确实在建城时曾勘测到有源石矿脉的存在，但是它距离隧道应该很远——
"极境": 有没有可能是之前的大地震导致它被扯到了这里？听说之后也发生过几次小的余震。
"极境": 毕竟这矿脉看起来确实够突兀的。
"耶奇·地心": 不是没有可能......
"耶奇·地心": 对，没错！它很有可能是被之前的那场地震牵扯到这里来的！
"耶奇·地心": 并且，那场地震也激发了它的活性，让它缓慢地开始了活性化。
