
《36.太阳甩在身后》

01.AS-ST-1 辉煌之城
"阿斯帕齐娅": ——你说得很对！
"娜仁图亚": 啊？
"阿斯帕齐娅": 我拿出的宝物得到了认可。这也代表着，米诺斯的文化得到了认可。
"阿斯帕齐娅": 哪怕裁判席给出的评价十分浅薄，这些银牌得到的分数和名次本身足以证明，专业的萨尔贡历史学者对米诺斯有基本的尊重。
"阿斯帕齐娅": 我应该跟拿到金杯的收藏家好好谈谈。他如果也能理解物品背后那段沉重的历史，或许会愿意以一个我负担得起的价格转手。
"娜仁图亚": ......真的认可了吗？
"娜仁图亚": 好吧，如果这样也算还上了你的人情，那也是好事。
"阿斯帕齐娅": 真心感谢，娜仁图亚。
"阿斯帕齐娅": 正如那些在白墙下辩论的智者，你点醒了我。我不会失去那些银牌所代表的荣誉，而且现在我获得了更多。
"阿斯帕齐娅": 相比之下，命运如何捉弄我本人，不值得我在乎。
"阿斯帕齐娅": 而且，如果把那些银牌扔进水中，能帮助人们见到自己想见的影子，那我十分乐意效劳。
"阿斯帕齐娅": 如果把手里的这颗宝石扔进水中，也能请来人们口中神灵的影子，那我——
"娜仁图亚": ——等一下！
"娜仁图亚": 我看出来你心情变好了，但是冷静一点，别扔。
"娜仁图亚": 我有个想法......或者说，我现在就有一个想见的人。
"娜仁图亚": 既然这颗宝石你不太在乎，能不能......借我一用？

"阿雅妮": 陷阱已经布置好了。
"阿雅妮": 放心吧，我活儿干得很仔细。越是懂行的人越不可能起疑心。
"娜仁图亚": 好。
"阿雅吉": 邀约信也悄悄放在那个女孩的包里了。我戴了搬运文物用的手套，肯定不会留下痕迹。
"娜仁图亚": 不错。
"娜仁图亚": 后面的事情我来安排。你们对这次计划还有什么疑问吗？
"阿雅吉": 有。我不明白，我们的诱饵为什么能钓到帕夏之女？
"阿雅吉": 这颗宝石看起来也没什么特别的，就像我和阿雅妮那天从下水道里捞起来的石头一样有很多杂质......
"娜仁图亚": 有钱人的爱好嘛，不用深究。
"娜仁图亚": 今晚你们在门口盯着，别眨眼睛，不要让她派人来提前拿走宝石。
"阿雅吉": 哦，好......我们这次一定不让你失望。
"阿雅妮": 对，我们绝对不会把任何一个人放进来！
"？？？": ......
"米奥": 喵？
灵巧地避过房间内设下的重重陷阱，米奥来到桌前。
它亮闪闪的瞳孔中，倒映出桌上璀璨的宝石。

"祖拜尔": 一封匿名信，一张模糊的宝石照片，信中写了时间地点并要求你独自前往。
"祖拜尔": 显而易见，这是一个圈套，你不应该赴约，佩佩。
"佩佩": 我当然要去，不然要怎么将宝石拿到手。
"祖拜尔": 但是......
"佩佩": 但是什么？
"祖拜尔": 你答应了今晚带我去城中的人造湖泊。
"佩佩": 我答应了吗？或许是你记错了，有没有可能是明晚？
"祖拜尔": 换了个脑子后，我从来不会记错事。
"佩佩": 看你说的，那几颗宝石的位置你就记得不是很清楚。
"佩佩": 你也可以找阿娜特，她最近为你的事写了很多公文。
"阿娜特": 其实还有一些关于这位古代将领的观察笔记和几段论文草稿。
"佩佩": 说不定她愿意带你去。
"祖拜尔": ......
"阿娜特": ......或者我还需要再加几天班。
"阿娜特": 这封信是谁寄来的，你真的没有头绪吗？
"佩佩": 那个拿了第二名的游客看起来是个好人呀。
"佩佩": 不过，也有可能我在参加丰获集会时真的表现得太明显了，人人都能看出我想要的是那块宝石。
"佩佩": ......但只有拿到宝石才能从祖拜尔那里问出更多信息，无论是我要寻找的宝藏，还是你撰写论文所需要的材料。
"阿娜特": 即使是这样，我也不建议你冒险。
"佩佩": 那，即使现在的我已经走遍了萨尔贡也不行？
"阿娜特": 可是我记得光是在上学的时候，你就有两次差点回不来了，幸好我和缇缇去找你。
"佩佩": 是啊，你们就为了让我评判谁对历史文献的解读更有可信度，专门雇了一支驮兽冒险队去沙漠里找我。
"佩佩": 要是缇缇在这里，我说不好就有支持者了。
"阿娜特": 幸好她不在。
"佩佩": ......对啊？这么说来，缇缇去哪里了？

"梅捷缇克缇": “惹麻烦”......说得就像我想坏她的事一样。
"梅捷缇克缇": 唉，文书我也帮她看过一遍了，她应该不会压力太大在办公室里昏倒吧......
(震动)
"梅捷缇克缇": ——！什、什么声音？
"梅捷缇克缇": 如果你是我可爱的宝石构装体，就乖乖地走出来，不要吓唬我......
"梅捷缇克缇": ......我数到三，你再不出来，我就要用源石技艺了哦。
"梅捷缇克缇": 一，二......三！
(震动)
"米奥": 喵——！！！！
"梅捷缇克缇": 啊，糟了......！怎么又是这只小云兽！
"梅捷缇克缇": 对不起，小家伙，原谅我......哎，摸摸毛，摸摸毛，不要生气......
"梅捷缇克缇": 我知道你脾气不好爱挠人，但你听我解释，我今天这么神经质是有原因的！
"米奥": 喵呜......
"梅捷缇克缇": 你还记得吗？之前我们一起待在博物馆的时候，我就被各种莫名其妙动起来的东西吓坏了......
"梅捷缇克缇": ......然后，今天我又和阿娜特吵起来了。
"梅捷缇克缇": 拜托了，可爱的小云兽，你可千万不要像那家伙一样对我生气哦。
"米奥": （发出呼噜声）
"梅捷缇克缇": 唉......
"梅捷缇克缇": 我知道，我们总是起争执，当然，是为学术上的问题争执。
"梅捷缇克缇": 我知道她真的很想向公众展示自己的研究成果。
"梅捷缇克缇": 我也知道这次举办特展的机会来之不易，所以她非常谨慎，还有点紧张过头......
"梅捷缇克缇": 也许紧张到最后，连自己的初衷都不敢坚持了。
"梅捷缇克缇": 我明明是想让她不要放弃特展啊。
梅捷缇克缇无意识加快了抚摸的速度。
而米奥因此发出了更加响亮的呼噜声。
但女孩浑然不觉，只是陷入自己的思绪，抚摸小云兽的动作也越来越快。
"梅捷缇克缇": 以前......她说话时声音小小的，一旦紧张，身体动作就会变得很大。
"梅捷缇克缇": 每次她在公众面前讲话，最后大家都会在下面偷笑。
"梅捷缇克缇": 但是，就算声音都被笑声盖住了，她还是会站在那里，坚持讲完。
"梅捷缇克缇": ......唉，真希望她坚持其他事情的勇气也能来得这么简单，只要这样揉揉她的耳朵就行。
梅捷缇克缇双手包住小云兽的脸用力揉搓，发泄着自己的情绪，丝毫没有兴趣分辨小云兽的呼噜声是什么意思。
突然，她感觉手心一热。
(震动)
"梅捷缇克缇": 呜哇，你在吐毛球？！别吐到我的袖子上！
"梅捷缇克缇": ——呃。
"梅捷缇克缇": 一颗宝石？

"佩佩": 或者，我一个人去对方指定的地点，在衣服里藏好监听器，再找私人警卫埋伏在附近。
"阿娜特": 时间太紧急了，佩佩。现在可是漫灌节前夕，安保公司很难抽调出空闲的人力，我们也不能半夜三更跟人谈判。
"佩佩": 那......你们租一架飞行器随时准备接应我？
"祖拜尔": 这些能飞的东西会让人起疑。
"佩佩": 我走到门口，挥起一锤直接把大门砸开，把对方吓住？
"阿娜特": 这倒是有可能......
"祖拜尔": ......但是那样算不算损坏历史建筑？
"佩佩": 咳，确实有那么一点嫌疑，虽然和你的年代比起来不算历史......
"祖拜尔": 但我很喜欢，在我之后的人们生活的痕迹——
"梅捷缇克缇": 晚上好呀——诸位——！
"梅捷缇克缇": 哦？佩佩也在？太巧啦。
"梅捷缇克缇": 你们猜我刚刚在路上遇到什么事？
"佩佩": 缇缇，你来得正好！我们在商量很重要的事，我需要你的支持......
"阿娜特": 对，快帮我劝劝佩佩。
"佩佩": 这可是发掘重要历史遗迹的机会，换了你们，难道会为了自己的人身安全就放弃吗？
"阿娜特": 你应该比我们都清楚，发掘工作最需要的是耐心！现在你只是想追上你弟弟，这简直是......
"佩佩": 哇，阿娜特，为什么这次见面，你变得这么严厉......
"梅捷缇克缇": 欸，没人想猜猜看我遇上什么事了吗？
"祖拜尔": ......你的衣服上沾了很多毛。
"梅捷缇克缇": 多谢捧场，祖拜尔先生。你猜对啦，我遇到了一只小云兽。
"祖拜尔": 在我的时代，人们相信云兽会带来好运。
"梅捷缇克缇": 现在我也相信。
"梅捷缇克缇": ——它给我吐了一块幸运的宝石哦。
"阿娜特": ——
(得意)
"佩佩": ......什么？！
"佩佩": 拜托，让我看看！
"梅捷缇克缇": 等一下。
"梅捷缇克缇": 我从阿娜特那里听说，她把博物馆收藏的那一颗宝石借给了你，所以你同意了给新展馆投资。
"佩佩": 我懂我懂，我会以你的名义追加投资。
"梅捷缇克缇": 不，佩佩。
"梅捷缇克缇": 我希望你......不，希望你们答应我一件别的事。
"梅捷缇克缇": 佩佩，阿娜特，还有......祖拜尔先生。
"梅捷缇克缇": 我觉得这颗宝石能让我们都遂愿。



06.AS-5 文物也上班



"博物馆广播": 请排队购票，请排队购票。“与死而复生的沙阿时代将领相会”特别展览正在售票中！
"博物馆广播": 请排队购票，请排队购票......

"祖拜尔": ......
"狂热的观众": 对，就这样看着我，只看着我，不要看镜头。
"狂热的观众": 再稍等一下，我整理一下婚纱！
"狂热的观众": 虽然是连夜赶制出来的，但我以我收藏的三千册沙阿传奇小说担保，它一定符合历史！
"祖拜尔": 本展览禁止使用闪光灯拍照，以免对文物造成损害，请您注意。
"狂热的观众": 来——二十连拍！
"祖拜尔": ......

(渐模糊)
"踩着平衡车的观众": 大家好，现在我终于进入了法尔贾万达巴德博物馆里最神秘的房间。
"踩着平衡车的观众": 接下来我将通过流畅的运镜，三百六十度无死角地记录这位将领的英姿，探索辉煌之城死者复生的奥秘。
"年幼的观众": 爸爸，它的腿里面好像是空的欸。
(震动)
"年幼的观众": 爸爸你听，敲起来就是空的！
"打电话的观众": 嗯，对，这批货要尽快送到东国，订单不大，重在信誉......
(震动)
"博物馆员工": 先生，麻烦管一下您的女儿。
"打电话的观众": 抱歉，等一下，我这边有点事......喂，过来！别乱摸！
"博物馆员工": 请不要在博物馆里大声喧哗......
"打电话的观众": 哎，你们自己要搞这种开放式展览，让你们那个展品到处走的嘛！还不限票，自己搞得展馆这么吵！
"祖拜尔": 这是由于，本馆代理馆长阿娜特认为“历史与知识对所有人都是平等的”，不应该设置贵宾票。
"祖拜尔": 另外，我所处的展台周围高约六十厘米的护栏，本身具有阻拦游客进入的作用。您的孩子越过护栏，将被视为违规行为。
"祖拜尔": 请配合工作人员......
(震动)
"拿着硬币的游客": 唉，没投进去！
"看导览手册的游客": 手册上没写外国货币有没有用啊。
"看导览手册的游客": 好吧，手册上根本没写把硬币扔进去就有好运。
"拿着硬币的游客": 试试看，万一呢？
"看导览手册的游客": ......给我一枚。往它的身体中间投对吧？
"博物馆员工": 请......停手......这是重要的历史文物......！
"博物馆员工": 人太多了，根本挤不过去......
"祖拜尔": 了解，我会使用武器打开飞来的投掷物。
"祖拜尔": （抬手）
(震动)
"披挂甲胄的观众": 呃啊——！
"披挂甲胄的观众": 大家快看这里！
"披挂甲胄的观众": 我扮演的是一千年前的梦魇战士，我被打倒了！这是伟大的历史重现时刻！
"祖拜尔": 我的武器并未触及他的身体。
"披挂甲胄的观众": 噢，沙阿麾下的将领！对你的手下败将说点什么吧！
"祖拜尔": ......
"祖拜尔": 在我生活的时代，各军在斩杀敌方被俘虏的首领示众时，最常说的一句话是“你的内脏会被虫豸吃光”。
"披挂甲胄的观众": 好，就这句，再说一遍......
(震动)
"披挂甲胄的观众": 哎哎，你们都别挤过来，我还躺着呢！要发生踩踏事件了！
"博物馆员工": 糟了......得赶紧申请人手支援。
"博物馆员工": 这谁能想到......外面还在过漫灌节，怎么会有这么多人跑来看一具会动的古尸啊？

"身份高贵的女性": 哈特谢普苏特女士，我听闻这几日您在寻找一颗特殊的宝石。
"身份高贵的女性": 正好，家族中有颗珍贵非凡的宝石，今天特地带来供您一阅，希望能为您解忧。
"佩佩": 真是感激不尽......麻烦给我看一眼吧......
"身份高贵的女性": 不知这几日是否有幸邀请您到家中享用晚餐？
"佩佩": 很抱歉，女士，我最近真的是忙不过来。
"佩佩": 谢谢您特意将这颗宝石带过来，但很可惜，它并不是我要找的。
"身份高贵的女性": 哦，真是遗憾。那就不打扰了，哈特谢普苏特女士，有空再见。
"佩佩": 呃......还有多少人等在外面？
"阿娜特": 还有七十三位，他们都声称自己手上的宝石可能是你在寻找的。
(震动)
"佩佩": 为什么还有那么多人要见——！
"阿娜特": 忍忍吧，下午就能休息了，有几位大巴扎的宝石商人说自己找到了一些线索，我们下午去看看。
"佩佩": 这叫休息吗？
"阿娜特": 当然，下午我们不用见人，光看宝石就够了。
"佩佩": 啊......

"宝石商人": 阿娜特女士，这位帕夏之女已经愁眉苦脸地坐在这里三个小时了，剩下的宝石你们还要看吗？
"阿娜特": 还剩下多少颗？
"宝石商人": 还有两百多颗......
"阿娜特": ......放在那里吧，我们看完这一箱再说。
"宝石商人": 那我就先行离开了。
"佩佩": 阿娜特......刚刚有人来过吗？
"阿娜特": 他们又送来了一箱宝石。
"佩佩": ......
"佩佩": 阿娜特，不对啊，你的脑袋怎么变成四棱锥体了......
(苦恼)
"佩佩": 怎么四周的陈设都变成四棱锥了......还亮晶晶的......
(震动)
"阿娜特": 佩佩！！！

"阿斯帕齐娅": ——博物馆终于开门了？
"旅馆接待员": 是啊，阿斯帕齐娅小姐，现在特展一票难求哪！我昨晚就听说了小道消息，想提醒您早早排队去买票，可您昨晚去哪里了？
"阿斯帕齐娅": 没关系，特展不是我参观博物馆的重点，还是去拜访那位收藏家更重要。
"旅馆接待员": 您看起来心情不错。
"阿斯帕齐娅": 正如我想的那样，语言是和平的桥梁，沟通是理解的基础，而这座历史古城，也不乏有识之士。
"阿斯帕齐娅": 唉，古往今来，以辉煌历史为傲的萨尔贡人啊，他们如果都愿意坐下来和我彻夜倾谈，而不是四处掠夺，那该有多好。
"阿斯帕齐娅": 在我的讲解下，那位收藏家明白了米诺斯人的执着，而他对这座城市的介绍也令我受益匪浅......
"阿斯帕齐娅": ......对了，有一件事，我想向你求证。
"阿斯帕齐娅": 在现代的米纳特哈玛仪，银制品是否比金制品更珍贵？
"旅馆接待员": 哈哈，您怎么突然开这种玩笑？
"旅馆接待员": 当然，这种事情是有的......比如说，被王酋老爷们威胁的时候。
"阿斯帕齐娅": ......多谢，情况我明白了。
"阿斯帕齐娅": 请问和我同住的那位旅伴回来了吗？
"旅馆接待员": 回来了，还带着您的另外两位朋友。
"阿斯帕齐娅": 另外两位朋友......？
"阿斯帕齐娅": 也好。思想的交流多多益善，我很乐意结识更多像她一样热情豪爽的库兰塔。
阿斯帕齐娅走上旅馆楼梯，在房门前站定。
"阿斯帕齐娅": 娜仁图亚，你在吗？
"阿斯帕齐娅": 我有好消息要告诉你，听完我三个小时的演说，获得第三名的那位收藏家把金杯送给我了！
"阿斯帕齐娅": 你想不想和我一起去博物馆看成对的金杯......
"陌生的声音": ......昨晚我的确没有见到任何人进出那间放着宝石的房间，娜仁图亚。
"陌生的声音": 我一直躲在对面的屋顶监视，没有闭过眼睛。
"娜仁图亚的声音": ......你们应该知道这次绑架有多重要。只有这样的目标能让我们马上搞到一大笔钱。

"阿雅妮": 抱歉，娜仁图亚。我们现在立刻去找帕夏之女。
"娜仁图亚": 晚了。
"娜仁图亚": 我找来作掩护的商队马上就要出城，现在重新找到她，再计划绑架，得手了也来不及逃。
"阿雅妮": 那......
"娜仁图亚": 说后续的事。
"娜仁图亚": 你们还是回博物馆，但别再碰那个帕夏之女了，找新的敛财机会，及时向我汇报情况。
"娜仁图亚": 我去找那颗丢了的宝石，至少把它还给阿斯帕齐娅......
"阿斯帕齐娅": 不用还。
"娜仁图亚": ......
阿雅吉突然感觉到房间里变得很安静。
她看了看闯进来的陌生人，又看了看娜仁图亚，最后求助地看向阿雅妮。
阿雅妮竖起一根手指放在嘴唇前，另一只手摸向腰间的麻醉药。
"娜仁图亚": 呃，听我解释，阿斯帕齐娅。
"娜仁图亚": 现在是计划的起步阶段，等计划完成，我一定还上宝石，至少也还上等价的东西。你可以对我更有信心一点。
"娜仁图亚": 对了，这是我的另外两个手下......
"阿斯帕齐娅": 什么计划？
"娜仁图亚": 呃......
"阿斯帕齐娅": 我听到你们计划用那颗宝石作为诱饵，绑架帕夏之女。
"娜仁图亚": ......你都听到了？
"阿斯帕齐娅": 抱歉，我无意偷听，但刚才我就站在门口。
"阿斯帕齐娅": 我相信沟通是理解的基础，而且我也知道，你欠了一笔债，现在一定急需用钱。
"阿斯帕齐娅": 所以，你想详细讲讲来龙去脉吗？
"娜仁图亚": ......
"娜仁图亚": 说实话，我对宝石的下落毫无头绪，你就算想帮忙，我也没什么任务可以安排给你。
"娜仁图亚": 过去的事情已经过去了，现在的计划......差不多就是没有计划。
"阿斯帕齐娅": 你知道我问的不是这个。
"娜仁图亚": 那如果我给你讲了我为什么欠债，想要多大一笔钱，你会支持我的做法吗？
"阿斯帕齐娅": 我认为我们可以讨论出一种更无愧于良心的做法。
"娜仁图亚": 嗯，我还是很了解你的嘛。
"娜仁图亚": 阿斯帕齐娅。能不能麻烦你把手伸出来？
"阿斯帕齐娅": 怎么了？
"娜仁图亚": 没什么，就是看在我们之间的情分上......
阿雅妮和阿雅吉交换了一个眼神。
她们很清楚，娜仁图亚动手的信号，是清脆的鞋跟叩地声。
"娜仁图亚": ——能不能给我欠的账打个折扣？
"阿雅吉&阿雅妮": ......欸？
"娜仁图亚": 我在你这里借住了半个月，还拿走了一颗宝石，这些都算我欠你的嘛。
"娜仁图亚": 这一袋金币呢，共计一千二百第纳尔，我知道不够还，但......我们的感情就是这么好，对不对？
"阿斯帕齐娅": 娜仁图亚......
"娜仁图亚": 对了，里面混了一些外地的铸币，有些商人可能不认，但你总能找到地方花出去。
"娜仁图亚": 还有一些宝石，虽然都有点小，杂质也有点多，但胜在数量也多。
"娜仁图亚": 通融一下？
"阿斯帕齐娅": ......娜仁图亚！
"阿斯帕齐娅": 你就这么不想跟我谈一谈吗？
"娜仁图亚": “沟通是理解的基础”，但我已经理解你了嘛。
"娜仁图亚": 你或许曾在神殿一天又一天地模仿雕像，练习持剑的基本功，或者跟着你的父母，立下一个家族世代传承的誓言。
"娜仁图亚": 更重要的是，你是米诺斯英雄万千追随者的其中之一，所以，你想拥有一个纯洁的灵魂。
"娜仁图亚": 你一定会伸手去救一个从高楼坠落的人，也一定会狠狠批评一个想要用点......特殊手段的人。
"阿斯帕齐娅": ......
"阿斯帕齐娅": 是的，你说得对。
"阿斯帕齐娅": 我相信人心中有衡量善恶的尺度，律令中亦有尺度。人应该依循尺度行事。
"阿斯帕齐娅": 我也同样理解你。或许你会告诉我，王酋帕夏的律令是失常的尺度，你宁可遵从自己的内心。
"阿斯帕齐娅": 只是，娜仁图亚......我不敢相信我自己的心。
"娜仁图亚": ......
"娜仁图亚": 那要是我哪天被王酋老爷们抓住了，莫名其妙被判了死罪，你会为我惋惜吗？
"阿斯帕齐娅": 当然。
"娜仁图亚": 哈，这就够了。看来你也觉得，如果我死了，对整个萨尔贡都是一大损失。
"娜仁图亚": 要是你愿意加入我的大事业，那我们把事情搞砸死在半路上的几率会小得多。但你不愿意，那也没关系。
"娜仁图亚": 有人会来，有人会走，我当然想吸引大家留在我身边，但要是对离开的人太计较，我岂不是和那些嫉恨我的人一样傻？
"娜仁图亚": 我的意思是——我们都别为难对方了。
"阿斯帕齐娅": ......好。
"阿斯帕齐娅": 我认为我们债务两清了。

"佩佩": 唉......
"祖拜尔": 你受伤了。
"佩佩": 一点擦伤而已，放心......
"祖拜尔": 你应该处理一下，我曾见过很多武士疏忽大意，对小伤口置之不理，最后失去生命。
"佩佩": 现在已经不是那个时代了......改天我再给你讲讲现代的医疗技术。
"祖拜尔": 你要休息了吗？
"佩佩": 不......我先修补一下泡水的笔记......
"祖拜尔": 泡水？
"佩佩": 这是一个很长的故事了，但我不确定自己还有没有精力讲给你听。
"祖拜尔": 早上分别前，你说会将自己收获的情报分享给我。你做出了承诺，佩佩，你应该告诉我。
"佩佩": ......好吧，我今天一无所获。
"佩佩": 我将信息放出去，无数人带着相似的宝石来找我，但没一个扯得上关系。
"佩佩": 一整天，无数颗宝石在我眼前闪来闪去，看得我头晕眼花。随后，我本想点杯饮料歇一会儿，但旁边有两个孩子突然打了起来。
"佩佩": 桌子倒了，饮料翻了，我擦伤了，笔记本泡水了......
"佩佩": 这就是我能分享给你的全部了，祖拜尔。
"佩佩": 你能否从中得到自己需要的信息？
"祖拜尔": ......
"祖拜尔": 那......你想听听我今天的经历吗？
"佩佩": 祖拜尔......
"祖拜尔": 来了很多很奇怪的人......不过也很有意思。
"佩佩": 明天再说吧。你是不需要睡觉，但我真的很累了。
"祖拜尔": 我不想留在展馆内......佩佩。
"佩佩": ......再忍受几天吧，我们需要帮助缇缇完成这次特展，毕竟作为交换，她都将宝石给我们了。
"佩佩": 等展览结束，我就带你一起去找其他的宝石。
"祖拜尔": 我也不想去找宝石......
"佩佩": 那怎么行，祖拜尔？作为沙阿宝库的守护者，你不该尽快回忆起全部，重新肩负起自己的职责吗？
"祖拜尔": 更着急知晓宝库位置的人不是你吗？
"佩佩": 啊......是，没错，不然你以为我唤醒你是为了什么？
"祖拜尔": 佩佩，但我已经苏醒，你不能再将我当作文物来看待，我的行为与想法受我自己控制。
"祖拜尔": 至少此刻，我并不想那么快回忆起自己的过往。
"祖拜尔": 明天是个好天气，我想去外面走一走，不想挂念任何事。
"佩佩": 要是看到博物馆的展品独自在街上晒太阳，城市里面的人会发疯的！
(震动)
"祖拜尔": 我说过了，我不是展品！
"佩佩": ......
"佩佩": 抱歉，祖拜尔......
"祖拜尔": 没关系。
"佩佩": 今天已经很晚了，我真的很累，有些事......我们明天再说，好吗？
"祖拜尔": ......
"佩佩": 晚安。
"祖拜尔": ......
空荡的房间里，祖拜尔试着按了一下墙上的开关，关掉了灯。
片刻后，他又试着按了一下，灯重新亮了起来。

"米奥": ......
"米奥": 喵？
米奥站在深夜的街道中央，目不转睛地盯着远处那个灯光扑闪扑闪的窗口。
然后——
灯光不再闪烁，玻璃碎了一地。
"娜仁图亚": 南风过去，那边就是旱季了。
"娜仁图亚": 我来得及在那之前搞到足够的钱吗？
"娜仁图亚": 好，准备跳......
"点灯人": 啊——！
"点灯人": 现在的小姑娘怎么都这么吓人......你这是在干什么？不是要轻生吧？
"娜仁图亚": 你奇怪什么，这不是本地漫灌节的习俗之一吗？
"娜仁图亚": 我要找河上的神灵问问题。
"点灯人": 那也不是以跳河的方式哇......
"点灯人": 而且，小姑娘，你从哪堆历史书里翻出来的习俗？
"点灯人": 很久以前人们犹豫不决时，确实会向河流提问，但后来很多问题都可以用钱解决了......
"娜仁图亚": 谢谢，不是很有用的生活小诀窍。
"点灯人": 不过，我倒是可以回答你的问题。
点灯人举起手中那盏火，凑近娜仁图亚。
"点灯人": 南风吹过之前，你得到的钱不足以填满你自己的欲望，但够用了。
"娜仁图亚": ......我换个具体一点的问题。接下来我要去哪里搞这笔钱？
"点灯人": 黄沙深处。
"娜仁图亚": 萨尔贡可到处都是沙子。
"点灯人": 我只能再回答一个问题了。
"娜仁图亚": 我还以为米纳特哈玛仪的人都很阔绰，免费试用品都是无限取用的？
"娜仁图亚": ......不，等等，刚刚的不算问题。
"娜仁图亚": 我想问......那个死脑筋的米诺斯人会来找我吗？
"点灯人": 会。
对方的话音刚落，娜仁图亚的余光就瞥到一个影子。
那个身影在空荡荡的街头驻足，看了她片刻，然后转身走开了。
"娜仁图亚": ......阿斯帕齐娅？
(震动)
"娜仁图亚": 阿斯帕齐娅！
影子转过街角，赤红的库兰塔追了上去。
在娜仁图亚耳中，只有风声、河水流淌声，还有逐渐被她抛在身后的点灯人的歌声。
//////  ♪愿我得见祂漫步河畔，愿我随祂的脚步走向永恒♪  //////

"娜仁图亚": ......跟丢了？
"娜仁图亚": 我娜仁图亚居然会跟丢目标？真见鬼。
"娜仁图亚": ......唉。
"娜仁图亚": 算了，我又不傻。
"娜仁图亚": 这里人人都在祈祷见到什么东西的影子，我刚才又没有听到脚步声。
"娜仁图亚": 所以，我是真的见鬼了，对吧？
她在街边坐了下来。
花坛另一侧，同样有人在黑暗中沉默地听着河水流淌。
"娜仁图亚": 靠河那边的长椅上经常有水，记得擦擦。
"失落的路人？": ......
"失落的路人？": 你不是真的怕鬼吧？
"娜仁图亚": 怎么，你也看到那个影子，然后害怕了？要我保护你吗？
"失落的路人？": ......我感到怀念。
"失落的路人？": 虽然没能看清，但我总觉得，那或许是已故亲友的亡魂。
"娜仁图亚": 两个人都看到鬼魂，总比一个人见鬼好。
"娜仁图亚": 我听说，看到那个身影的人能获得米纳特哈玛仪的祝福，但是坐在这里的人，好像都是倒霉蛋啊。
"失落的路人？": ......我只是跟人吵架了。
"娜仁图亚": 真巧。我想应该是没吵赢吧？
"失落的路人？": 赢了就不会坐在这里了。
"娜仁图亚": 哈哈。
"娜仁图亚": 你知道吗？十分钟前还有人告诉我，当地人没什么烦恼，因为钱总能解决烦恼。
"娜仁图亚": 我觉得挺有道理的。如果没有和我一样欠着一笔债，你有什么可不快活的？
"失落的路人？": ......今天有人扔东西砸我，还有人弄脏了我上周才拿到的新斗篷。我还莫名其妙一天结了二十次婚，男女老少都有。
"失落的路人？": 这些事还没人愿意听我说。
"娜仁图亚": 哦，哦......那确实挺倒霉的。
"娜仁图亚": 你的年龄够了吗？能让他们拿你的个人资料胡乱登记结婚？
"失落的路人？": ......嗯？
"娜仁图亚": 无意冒犯，虽然你声音有点怪，但听起来是个年轻人。
"娜仁图亚": 哎，我在你这个年纪的时候，好像运气还挺好的。
"娜仁图亚": 有一次我们正赶着抢来的驮兽队伍往回走呢，天突然就黑了，头巾都挡不住刮过来的沙子。
"娜仁图亚": 还好我们人多，立刻找了一块感觉不太一样的空地开始挖。
"娜仁图亚": 你猜我们挖出来什么？两间埋在沙里的屋子，刚好勉强能挤下我们所有人，而且里面有床有桌。
"失落的路人？": ......那是古代陵寝的常见陈设。
"娜仁图亚": 哈哈哈，你还挺懂的嘛！我都是过了好几年才知道的。
"娜仁图亚": ......那是多好的时光啊。
"失落的路人？": 是啊......时光能让河流改道，城市建起又消亡。能让骸骨曝露于烈日黄沙，也能让历史越沉越深。
"失落的路人？": 逝去的时日令人怀念，而怀念......令人恐惧。
"娜仁图亚": 是啊，逝去的时日再怀念也无法追回。
"失落的路人？": ......
"失落的路人？": 你怀念的那些人，现在怎么样了？
"娜仁图亚": 活着，活得很不好。
"娜仁图亚": 最不好的是，他们都没办法从挫折里走出来往前看了。你都不知道有多少人卖掉了刀。
"娜仁图亚": 所以我这个当老大的欠他们一笔债。
"娜仁图亚": 反正，只要攒出一座新的金山，那些傻子肯定就能打起精神，回来过以前那种日子啦。
"失落的路人？": ......但愿如此。
"娜仁图亚": 你呢？
"失落的路人？": 我......我也不知道。
"失落的路人？": 就像人们拼命去追河中神灵的身影，最后看清的却是自己并不想见到的一张脸，这何尝不令人心生恐惧。
"娜仁图亚": 如果你依然去追了，那至少说明你也没有那么害怕。
"娜仁图亚": 好吧，我还没有离开家乡的时候，老妈总在我耳边这么念叨。
"娜仁图亚": 所有人都觉得，“梦魇应当是恐惧的主人，从不会被它支配”。
"失落的路人？": ——你是梦魇？
"娜仁图亚": 对啊，怎么——
娜仁图亚感觉到对方拍了拍她的肩膀，于是她自然地回过头。
寂静的大街上，只有路灯由远及近一盏一盏点亮。
哼着歌的点灯人走到他们面前，爬上梯子，打开玻璃灯罩。
"娜仁图亚": ——
(震动)
"娜仁图亚": 啊啊啊啊啊啊啊！！！！！！！
(震动)
"娜仁图亚": 救命，救命啊！我被死人缠上了！


  <行动后>


"祖拜尔": 我们在等什么？
"娜仁图亚": 电话。对你这样上年纪的人来说，可能是有点新奇。
"祖拜尔": 我们还要在这里等多久？
"娜仁图亚": 不要怀疑，等就是了。
"祖拜尔": 等会儿能让我接电话吗？之前已经有人给我讲解过用法......
"娜仁图亚": 不不不，不行，你这个机械合成的嗓音一出声，别人会当成诈骗电话的。
"祖拜尔": 好吧。
"娜仁图亚": 对了，按照你的说法，我们俩的合作是对历史上伟大同盟的效仿。
"祖拜尔": 是的。
