
《27.空想花庭》

01.HE-ST-1 奉上冠冕
"担忧的萨卡兹居民": ......
"愠怒的萨卡兹居民": 杰拉尔德老大当初说要走，我还有点犹豫，现在看来就该这么办！
"愠怒的萨卡兹居民": 走就走，谁怕？
"担忧的萨卡兹居民": 但是......我们真的能走出这片荒野吗？探路的几个小伙子到现在都没回来......
"愠怒的萨卡兹居民": 那也比继续待着强。我怕要是再有下回，我就忍不住要揍人了！
"蕾缪安": （......）

"蕾缪安": ......真冷啊。
"蕾缪安": 把自己关在房间里久了，都不知道外面的夜晚这么冷。
"蕾缪安": 真是重大失职，薇尔丽芙恐怕要扣我的工资了。
"蕾缪安": 唔，要是真被扣了，下下个月就不给莫斯提马买那个六层闪光水果蛋糕，自己做一个省省钱好了。
"蕾缪安": 没时间再耽搁了呢......
"蕾缪安": ——找到你了！

"冷静的居民": 终于灭了......
"冷静的居民": 东西基本都烧没了，不过还好，至少没烧到下面的屋子。
"惊慌的居民": 还好？哪里好了！
"惊慌的居民": 圣像都烧成这样了，还有花圃......呃。
"克莱芒": ......
"谨慎的萨卡兹居民": 人没事就是好事。
"暴躁的萨卡兹居民": 喂，莱蒙德，你们那边还好吧？
"莱蒙德": 还行。死不了。
"暴躁的萨卡兹居民": 你小子命硬，还真敢就这么往里冲！
"暴躁的萨卡兹居民": 看杰拉尔德回头知道了不揍你！
"莱蒙德": ......别告诉杰拉尔德老大。
"暴躁的萨卡兹居民": 现在知道怕了？
"焦急的居民": 出了这么大的事，主教阁下怎么还没来，有人通知主教阁下了吗？
"冷静的居民": 今天就先这样吧，也没其他办法，先通知主教阁下。
"冷静的居民": 大家都当心点，别再出这样的意外......
"费德里科": 不是意外。
"艾丝塔拉&艾伦戴尔": 大哥哥！
"冷静的居民": ......你说什么？
"费德里科": 这不是意外。初步推测有人蓄意纵火。
"谨慎的萨卡兹居民": 拉特兰的小子，这话可不能乱说。
"焦急的居民": 不可能......谁会想烧圣堂？
"莱蒙德": 喂，你这么说有什么根据？
"费德里科": 我说过了。
"莱蒙德": 啊？
"费德里科": 火势不正常，有其他助燃物。
"莱蒙德": ......就这个？
"费德里科": 已经足够得出结论。
"莱蒙德": 你这家伙——
"惊慌的居民": 等一下，莱蒙德。
"莱蒙德": 怎么？你也想说是有人故意放火？
"惊慌的居民": 我......不确定。但是之前......
"惊慌的居民": 之前我去喊人，这地方平常来的人不多，特别是、特别是你们萨卡兹更不怎么来......
"惊慌的居民": 但我却在附近碰到了你......
"暴躁的萨卡兹居民": 等会，你这话是什么意思？！
(震动)
"莱蒙德": 费尔南，别打断！
"莱蒙德": 让他继续说。
"惊慌的居民": 我、我没别的意思。我就是想问问......
"惊慌的居民": 莱蒙德，你怎么会恰好出现在这？

"修道院主教": ......这就是你想让我看的吗，杰拉尔德？
"杰拉尔德": 你我在场，大家都有所顾忌，听不到多少真心话。
"修道院主教": ......
"杰拉尔德": 这就是我们的现状，斯特凡诺。
"修道院主教": 我明白，我一直都明白。
"杰拉尔德": 我不是怪谁。谁都没错。大伙只是想好好过日子，安安稳稳的，只是现状如此。
"杰拉尔德": 萨卡兹......注定漂泊。
"修道院主教": ......我说过，这里会是你们的家。
"杰拉尔德": 你是说过。
"修道院主教": 你也曾说，你想试着让那些孩子，在这里扎下你们的根。
"杰拉尔德": 或许是我错了。
"修道院主教": 你说的，谁都没错。
"杰拉尔德": ......斯特凡诺，你最近心事重重。
"杰拉尔德": 你在计划什么？
"杰拉尔德": 或者我该问，这场火......和你有关系吗？



06.HE-5 主在圣殿中



"莱蒙德": ......你什么意思？
"莱蒙德": 怀疑我？
"惊慌的居民": 我不是这个意思......
"莱蒙德": 你们呢？你们也和他一样怀疑我？
"冷静的居民": ......
"焦急的居民": 别说得那么难听，莱蒙德，什么怀疑不怀疑的......
"莱蒙德": 我没在这放什么火。
"惊慌的居民": 那你怎么会这个点在这里？
"惊慌的居民": 你们平常根本不和我们一起祈祷，更不会到圣堂来，你们、你们根本没有信仰......！
"莱蒙德": 我们是没什么信仰，但这和放火是两回事。
"莱蒙德": 随便你们信不信，我只是......有点私事，碰巧路过。
"惊慌的居民": 什么私事？
"莱蒙德": 无可奉告！
"惊慌的居民": 你......！
"费尔南": 行了，怎么，我们就不能在这附近出现了？你们叽叽歪歪这么多，不就是想说是我们的人放的火吗！
"费尔南": 呸！莱蒙德，我看刚刚咱们就不该来救什么火，给他们全都烧光才好呢！
"焦急的居民": 你说什么？！
"冷静的居民": ......这个时节失火之前也不是没有过，或许这就是个巧合。
"惊慌的居民": 可这也太巧了！哎，那边那个萨科塔小哥，你不是说这是有人放的火吗？你看这......
"费德里科": 是的。我依然认为这是一场人为导致的火灾。
"莱蒙德": 你也和这些人一样，觉得是我干的？
"费德里科": 不，我并不这么认为。
"莱蒙德": 你在说谎。
"费德里科": 谎言没有任何用处。
"费德里科": 在使用助燃物的前提下，从点火到火势扩散所需的时间非常短，可以推断纵火者当时并没有离开圣堂附近。
"惊慌的居民": 所以说，莱蒙德他......！
"费德里科": 请不要误解。我的意思是，在起火时有可能出现在现场的人都无法洗脱嫌疑。
"费德里科": 包括最先出现的各位，以及我本人。
"惊慌的居民": 你、你在说什么啊......！
"冷静的居民": 你觉得我们都有可能放火？我们......像我这样的萨科塔，会亲手烧掉我们的圣堂？
"费德里科": 种族如何并不能成为脱罪的证据。如果有摧毁圣堂的必要，我不会有所犹豫。
"冷静的居民": ......
"费德里科": 至于针对这位萨卡兹的指控，我没有在现场发现相关证据。
"费尔南": 哼，你这家伙倒是说得有点道理！
"克莱芒": 费德里科先生说得没错......我们不能没有证据就怀疑他人。
"惊慌的居民": 难道就这么算了？！那可是圣堂！还有那些花，那都是你的心血......
"克莱芒": 请不要再说了......！
"克莱芒": 我......不怀疑我们之中的任何人。
"惊慌的居民": 克莱芒......
"费德里科": 争论到此为止。
"费德里科": 萨科塔未必不会摧毁自己的圣堂。我会继续负责调查事件始末，直到找出真正的犯人。

"莱蒙德": 喂，长翅膀的，刚刚的事，呃......
"费德里科": 嗯？
"莱蒙德": 刚刚的话题本身就是你挑起来的，要不是你说什么助燃物什么纵火的，大家也不会想歪了！
"莱蒙德": 还有，你根本就还没完全相信我吧！
"费德里科": 嗯。
"莱蒙德": 你这家伙就不能多给点反应吗？！
"莱蒙德": 咳，算了。总之，我的意思是......
"莱蒙德": ......别指望我谢你。
"费德里科": 不用。
"艾伦戴尔": （这个哥哥不会说谢谢呢，萨拉。）
"艾丝塔拉": （好可怜......）
"艾伦戴尔": （好可怜！不过我们可以教这个哥哥呀，谢谢不难学的！）
"艾丝塔拉": （嗯，但是这个哥哥有点可怕......）
"莱蒙德": ......胡说！谁不会说谢谢？！
"莱蒙德": 喂长翅膀的，这两个到底是哪来的臭崽子？！我从来没见过他们！
"艾丝塔拉&艾伦戴尔": 呀！
"费德里科": 你不认识他们？
"艾丝塔拉&艾伦戴尔": ......
"莱蒙德": 什么意思，我该认识他们吗？
"费德里科": 正好。关于这里的萨卡兹聚落还有这两个孩子，我有问题要问你。
"莱蒙德": 什么问题？你......
"杰拉尔德": 就由我来代替他回答吧。
"莱蒙德": 杰拉尔德老大！刚刚的大火......
"杰拉尔德": 我都看到了。你处理得很好，莱蒙德。
"杰拉尔德": 以及......又见面了，执行者阁下。
"费德里科": 我不理解。
"费德里科": 你在附近站了很久，我认为你原本并不打算露面。
"杰拉尔德": ......瞒不过执行者阁下。
"费德里科": 为什么改变主意？
"费德里科": 你似乎不想见到我。
"杰拉尔德": 安稳的日子过得久了，人多少会变得有点畏缩。
"杰拉尔德": 如何，执行者阁下，要不要亲自去我们那边走一趟？
"杰拉尔德": 虽然没什么可招待的，至少有个地方能坐下，你也能亲眼看看我们这些萨卡兹在这里是怎么生活的。
"杰拉尔德": 还有你想问的问题......我会尽力给你解答。

"蕾缪安": 呼......
"蕾缪安": 好久没有这么活动过了，这种追击战一直都不是我擅长的部分呢。
"蕾缪安": 不过......
"蕾缪安": 终于抓到你了！
"扭曲的怪物": （古怪的叫声）
"蕾缪安": 嘘，小声一些，这里是人家的居住区，不能打扰到其他人哦。
"扭曲的怪物": （低吼）
"扭曲的怪物": 吃......饿......
"蕾缪安": 哎呀，你能说话，那就算是还可以沟通？如果是的话，那就好办多了......
"扭曲的怪物": （奇怪的吼叫）
"蕾缪安": ......看来没有那么简单呢。
"蕾缪安": 抱歉，我不能让你再继续乱跑了，这太危险啦。
"蕾缪安": 我会联系伊比利亚的审判庭，他们对你的了解会更多一些吧？如果你真的还保留着思想的话，或许可以之后再和那边的教士倾诉......
(震动)
"蕾缪安": 嘶！
"蕾缪安": 是谁？！
"蕾缪安": 别想跑！
(震动)
"？？？": 请留步，女士。
夜色倏忽被一段波光切断。
蕾缪安举起的铳被落在铳身上的沉重力量按下。
执着那段波光的黑影无言静立，在转向自己的铳口之下缓慢地收回手中造型古怪的长剑。
遮蔽月光的阴云散去。蕾缪安终于看清面前的人。
"蕾缪安": ......今天还真是恶客接连上门的一天呢。
"蕾缪安": 这位教士先生，可以请你不要妨碍我吗？如果因为在这里浪费了时间，导致有人受到伤害，我会非常、非常生气的。
"奥卢斯": 我很抱歉，女士，我不能为您让开这条路。
"奥卢斯": 还请您不要阻拦这个可怜的魂灵。

"费德里科": 嗯？
"杰拉尔德": 怎么了？
"费德里科": ......有杂音，具体情况不能确定。
"费德里科": 你们的人不多。
"杰拉尔德": 不算少了，还有些人外出还没回来。
"杰拉尔德": 夜深了，大家今天都先回去休息，养好精神。
"谨慎的萨卡兹居民": 头儿，确定明天就走？还没回来的人......
"杰拉尔德": 就按我之前说的计划来，明早晨会后就出发。
"谨慎的萨卡兹居民": ......听你的。
"艾伦戴尔": 费德里科哥哥。
"费德里科": 什么事。
"艾丝塔拉": 好困......
"艾伦戴尔": 好困，而且好饿！
"艾伦戴尔": 费德里科哥哥要送我们回家了吗？
"艾丝塔拉": 想回家......找妈妈......
"杰拉尔德": 这两个孩子难道一直饿着肚子到现在......？
"艾丝塔拉": 嗯......
"艾丝塔拉": 妈妈总是不吃东西，说不会饿......
"艾伦戴尔": 可是我们今天没吃东西，肚子好难受呀。
"艾丝塔拉": 好奇怪。
"费德里科": 进食需求是人体的基础需求之一，正当且合理。长期缺乏能量摄入，超过身体承受限度时会伴随不适乃至痛苦，这并不奇怪。
"艾丝塔拉&艾伦戴尔": 唔嗯嗯嗯......
"艾丝塔拉&艾伦戴尔": 好复杂......！
"艾伦戴尔": 不吃东西会难受，这是正常的吗？
"艾丝塔拉": 那妈妈......妈妈没有东西吃，一直都很难受......？
"费德里科": 如果叙述的情况属实，是的，你们的母亲一直承受着身体上的折磨。
"杰拉尔德": 别说了，执行者阁下！
"费德里科": 这是事实。
"艾丝塔拉&艾伦戴尔": ......呜。
"艾丝塔拉&艾伦戴尔": 呜呜呜呜......
"艾丝塔拉&艾伦戴尔": 呜哇哇——！
"杰拉尔德": 有的时候，事实未必适合说出口。
"费德里科": ......
"艾伦戴尔": 呜呜......
"艾丝塔拉": 妈妈......妈妈现在也在难受吗？
"费德里科": ......
"费德里科": 我无法确定你们的母亲现在的状态。
执行者在他人的注视下蹲下身，那些象征身份的袍角与绶带沾上尘土，在此时没有引起任何人的注意。
费德里科·吉亚洛直视孩子们的双眼。
"费德里科": 作为拉特兰中庭公证所的执行者，我来这里的任务之一，就是调查这座修道院隐藏的所有真相，并维持这里的秩序稳定。
"费德里科": 调查居民失踪案件也在我的职责范畴之内，这是我的任务。
"艾伦戴尔": 就是说......
"艾丝塔拉": ......大哥哥会帮我们找到妈妈？
"费德里科": 是的。我会找到你们的母亲。
"艾丝塔拉&艾伦戴尔": 真的......？
"艾丝塔拉&艾伦戴尔": 太好了！
"杰拉尔德": 真没想到......
"杰拉尔德": 执行者阁下，他们就暂时交给我如何？
"费德里科": 我无权代替他们做决定。
"杰拉尔德": ......你说得没错。
"杰拉尔德": 孩子们，你们愿意和这边的这个哥哥一起走吗？
"莱蒙德": ......我？
"莱蒙德": 但我还得......算了，圣堂都烧了，先送他们也没问题。
"艾伦戴尔": （是比费德里科哥哥还要凶的那个大哥哥。）
"艾丝塔拉": （嗯，好凶好凶的呢......）
"莱蒙德": 你们两个......！
"杰拉尔德": 好了，莱蒙德。
"杰拉尔德": 孩子们，这个哥哥一会带你们去吃东西，吃完了今天就先乖乖睡觉，好吗？
"艾丝塔拉": 可是，我想和费德里科哥哥一起......
"艾伦戴尔": 萨拉！费德里科哥哥一看就很忙，我们不可以任性！
"艾丝塔拉": 嗯......嗯！我们和凶凶的哥哥一起......
"杰拉尔德": 哈哈哈哈！
"莱蒙德": 老大！
"杰拉尔德": 咳、咳嗯。
"杰拉尔德": 莱蒙德，辛苦你再多跑一趟，先带孩子们吃点东西，然后送他们去休息。
"莱蒙德": 送他们倒是没问题，但......他们要睡在哪？
"杰拉尔德": 送他们去赫曼的屋子吧。
"莱蒙德": 赫曼那？那里现在没人，确实还可以。不过，万一赫曼晚上自己回来了......
"杰拉尔德": 没事，就那里。
"莱蒙德": 好吧，知道了。
"艾伦戴尔": 费德里科哥哥，明天见！
"艾丝塔拉": 希望明天可以找到妈妈......
"费德里科": 明天我会去接你们。
"艾伦戴尔": 好耶！那，晚安，费德里科哥哥。
"艾丝塔拉": 费德里科哥哥，费德里科哥哥......
"费德里科": 嗯？
"艾丝塔拉": 够、够不到！
"艾丝塔拉": 再下来一点点，再一点点......！
"费德里科": 什么......？
"艾丝塔拉": 嘿嘿......
"艾丝塔拉": 晚、晚安......！
"费德里科": ......
"莱蒙德": 啧。
"杰拉尔德": 哈哈哈！真受欢迎啊，执行者阁下！
"莱蒙德": 搞不懂现在的小鬼......这家伙到底哪点好了？
"莱蒙德": 喂，小鬼们别跑那么快！真是......
"费德里科": ......
"费德里科": ......晚安。

"蕾缪安": 原本呢，我以为这一趟出差会是比较悠闲惬意的一次旅行，接一座修道院的同胞回到拉特兰，听上去确实不难，对吧？
"蕾缪安": 唔，最多是有奥伦这位同事在，可能会多出一点麻烦。
"蕾缪安": 哎呀，但是一点点小麻烦，我还是有自信能够解决的哦。毕竟奥伦也不是不通情理的人嘛~
"奥卢斯": 以您使用铳的水准，确实足以解决大部分的麻烦。
"蕾缪安": 但是要对付你，看来这种程度还是不太够呢。
"奥卢斯": 过誉了。
"蕾缪安": 我没有在夸你啦，这位......教士先生。
"蕾缪安": 你是特地来掩护刚刚那位长相奇特的客人的吧？如果我猜得没错，教士先生应该来自伊比利亚？
"奥卢斯": 确实是的。
"蕾缪安": 虽然穿着教士的袍子，但我完全不觉得你是拉特兰教的信徒哦，气质完全不同。
"奥卢斯": 您很敏锐。
"蕾缪安": ......唉。你还真坦然，教士先生。
"蕾缪安": 既然如此，我就实话实说了，一般我不太习惯说这么严厉的话呢......
"蕾缪安": 现在立刻离开，不许再向前一步，教士。
"蕾缪安": 这片净土并非你可以涉足之地。
"奥卢斯": 很可惜，暂时还不行。
"奥卢斯": 这里还有人需要我多留一阵子，拉特兰的女士。
(震动)
(劈击)
"蕾缪安": （啧，真难缠。）
"蕾缪安": （他的剑很特别，这种剑术，我记得是伊比利亚的......）
"奥卢斯": 您的攻击比言语要更加严厉。
"奥卢斯": 虽然我仍对人们的相互理解抱有期望，不过，从您的角度出发，这算是妥当的应对。
"奥卢斯": 只是......我有些好奇，女士，您如何定义净土？
"蕾缪安": 大家都能安稳幸福地生活的地方。不是什么很特别的定义。
"蕾缪安": 当然，如果乱七八糟的客人再少一点，那就更好了。
"奥卢斯": 那么，此处在您看来，是否确实称得上是净土？
"蕾缪安": 教士先生还有心思闲聊，看来我是被小瞧了呢。
"蕾缪安": 反过来说，一群远离尘世独自生活了六十年的人，打造出一个与世隔绝的安歇之地。如果这不算是净土，什么地方才称得上是？
"奥卢斯": 就算生活只是看不到尽头的忍饥挨冻？
"蕾缪安": 尽管物质上确实有所欠缺......但绝不是看不到尽头。
"奥卢斯": 啊，是的。拉特兰已伸出援手，这样的苦日子很快就将结束。
"奥卢斯": 以......抛弃一部分人为代价。
"蕾缪安": ......这不是任何人的错。
"奥卢斯": 请不要误会，我无意指责任何人。
"奥卢斯": 只是，我常常思考，人和人究竟有什么不同？阻隔我们的究竟是体魄上的差异，还是别的什么？
"奥卢斯": 从个体诞生起，所有塑造我们的东西都驱使我们的思想走向不同方向，得出不同结论......
"奥卢斯": 那么在这其中，是否真的存在所谓的互相理解？
"蕾缪安": 你真的要问一个萨科塔这个问题吗？
"蕾缪安": 如果下辈子有机会成为萨科塔，你可以自己试试看~
(震动)
(劈击)
"蕾缪安": ......咳！
"蕾缪安": （不行，拖得太久了，万一逃走的那家伙袭击居民就糟了。）
"蕾缪安": （必须得快点解决......）
"奥卢斯": 不用这么紧张，女士，实际上，我没有打算做什么。
"奥卢斯": 只是我的同胞需要帮助，我才会在此。
"蕾缪安": 很诚恳。但我却不能就这样信任你呢，
(震动)
"蕾缪安": 咳咳......
"奥卢斯": （叹气）
"奥卢斯": 您与我曾经的某位学生一样难以说服，这是好的品质，有时却也令人为难。
"蕾缪安": 能让教士先生为难的学生，倒是确实让人有些好奇呢。
"奥卢斯": 那是我教导过的最出色的学生之一。可惜在他离开伊比利亚之后，我们再未相见过。

"蕾缪安": ......
"蕾缪安": 我本来不想这样的......唉，这下又要挨骂啦。

"蕾缪安": 交涉......失败。
"蕾缪安": 老实说，我并不感到很遗憾。
蕾缪安说话的声音很轻。动作也很轻。
身下的代步工具被主人推开，原本被挂在扶手上的提灯在夜风中摇晃，发出“吱呀”的声响，旋即摔落在地。
光源碎裂，不规则的光向外流淌，溅射在前方那个缓缓站起的背影上。
沉重的夜幕在这一刻被点亮。

"奥卢斯": 原来您可以站立？
"蕾缪安": 嗯......其实还不可以哦。
"蕾缪安": 不过，只是之后复健的时间又要延长，还会被唠叨而已，没问题......
"蕾缪安": ......嘶。
"奥卢斯": 我希望您不会太勉强自己，女士。
"奥卢斯": 您的身体状况并不乐观，这样的战斗也并非您擅长的——
"奥卢斯": 唔！
"蕾缪安": 谢谢夸奖。好遗憾，刚刚那一发瞄准的可是你的嘴呢~
"蕾缪安": 太爱说教的教士不讨人喜欢哦。
"蕾缪安": 事情不大顺利，我正憋了一肚子火呢。
"蕾缪安": 都被主动挑衅了，我做得稍微过头一点，应该也没有关系，对吧？
粉发的枢机辅佐官弯起双眼，难掩的锋芒在铳上膛的声音中，终于刺穿因长年卧床而披在身上的温和外衣。
蕾缪安发出一声不含温度的轻笑。
"蕾缪安": 这样很费力气呢，真希望我们可以速战速决。
"蕾缪安": 那么，我再说一遍——
"蕾缪安": ——从那里让开，教士。
"蕾缪安": 你不得踏入此处。

"扭曲的怪物": 饿......好饿......
"扭曲的怪物": 吃......

单薄的门板被从外侧推开，它不甘的警报在夜幕中拖长了调子。
孩子们仍在酣睡。
尽管冷风已从敞开的缝隙中灌入这个破旧的、小小的家，未知的威胁已无声地侵入，缓慢地靠近......

"扭曲的怪物": ......
"扭曲的怪物": 吃......
"扭曲的怪物": 饿......吃、吃......
"扭曲的怪物": ......
"扭曲的怪物": 啊......啊啊......


  <行动后>


//////  在拉特兰时，我是很少祷告的。  //////
//////  当然，这并不是说那个时期我的信仰有瑕，或是说相较现在我更自大懒惰，我也没法证明现在的我更加笃信，更谦逊勤勉。  //////
//////  只不过是尚在拉特兰时，受到当时环境的影响，我认为许多事是没有必要的。  //////
//////  在拉特兰，所有为人所追寻的东西就在那里，圣城的赐福就在那里。  //////
//////  无处不在，无处不有。  //////
//////  萨科塔清楚这一点。  //////

“主啊，请您原谅......”
“我曾发过誓言，要善待所有求助者，无论是谁，需一视同仁，尽我所能地提供帮助。”
“但我食言了。”
“我已无法回应渴求救助之人，我无法让他们留下，只因我们的物资不足，无法负担。”
“在一群人与另一群人之间，我必须做出选择......”
“......选择。是的，我早已做过不止一次选择......”
“可选择是错误的。而今，我已无法忍受更多错误。”
“我已不能再背弃我的信仰，为救人而舍弃，为多数而抛下少数！”
“拉特兰......我久未重逢的故乡......”
“为何仅有拉特兰才是乐园？”
“若通向我所信的前提，乃是背弃我脑中高悬的指引；若只有借助异教，才可真正消除障碍......”
“......再过不久，一切都将得出答案。”
“倘若我们的主真的存在，就请您宽恕我的罪过......”
“——！”

"修道院主教": 什么人！
"修道院主教": ......
(震动)
"？？？": 哎，别动手，别动手，有话好好说。
"？？？": 我找了您好一会呢，主教阁下。

"杰拉尔德": 最近食物缺得厉害，只有这点东西能招待客人，你不介意吧？
"杰拉尔德": 介意也没别的了，味道可能不太好，不过只求填饱肚子的话勉强还可以。
"费德里科": 暂时没有进食的必要。
"杰拉尔德": 吃吧。都拿出来了，别浪费。
"费德里科": ......
"费德里科": 萨卡兹领袖杰拉尔德，你认识那两名黎博利孩童。
"杰拉尔德": ......你总是这么直接吗？
"杰拉尔德": 别喊我领袖，我见过真正的萨卡兹的王，我一介猎户配不上这称呼。
"费德里科": 为什么自称猎户？
"杰拉尔德": 因为我确实是个猎户。我靠打猎养活自己和其他人。
"杰拉尔德": 虽然是今天刚到，但我猜你应该已经了解这里的情况了吧。
"费德里科": 不完全。
"费德里科": 你带着萨卡兹在这里生活，你们是后来者，但曾经融入得很好。
"杰拉尔德": 是啊，曾经是不错。
"费德里科": 现在你们与其他人产生冲突，根据目前的局势判断，这种冲突很大可能会继续升级。
"杰拉尔德": 你的判断没错。所以我们就要走了。
"费德里科": 正常情况下，在与其他居民的冲突中，你们会占据上风。
"费德里科": 这里的原住民中少见擅长战斗的人员，他们缺乏战斗力也是你们被接受的原因之一。
"费德里科": 但如今拉特兰的介入让你们失去了在武力上的优势。离开是稳妥的选择。
"杰拉尔德": 你很擅长得出合理的解释，执行者阁下。
"杰拉尔德": 但从很久之前我就明白，到现在也仍在时刻被提醒——
"杰拉尔德": 我们的生活从不合理。
烛光跳动。
年长的萨卡兹的视线落在墙壁上，那里映出模糊的虚影，一切差异在此时都不再清晰。
"杰拉尔德": 我们不会因无法生存而选择离开。
"杰拉尔德": 在来到这里之前，老实说，我从未想过能够有这样的生活。
"杰拉尔德": 有种种风险，有许多摩擦，但我们被认可、被接纳，我们亲手搭建住所，靠劳动获得粮食......
"杰拉尔德": 或许这在你看来很寻常，但对我们来说，这是曾经不敢想象的日子。
"费德里科": 你们选择离开的真正理由是？
"杰拉尔德": 很简单。
"杰拉尔德": 就如你所说，我们都能预见将会有的冲突，隔阂已经存在，无人能够修补，我只能眼睁睁地看着一切越来越糟......
"杰拉尔德": 现在还只是争吵，只是责怪。可接下来呢？
"费德里科": ......争吵升级为暴力冲突，普通居民与萨卡兹互相怨恨的可能性很大。
"杰拉尔德": 今晚的火灾或许是一个警示。
"杰拉尔德": 现在离开，我们仍是值得怀念的伙伴，是令人惋惜的朋友。
"杰拉尔德": 而要是放任那些不舍情绪，再不做出决定......
"杰拉尔德": 我们将会重新成为世人眼中的萨卡兹——只会挑起争端，在哪里都不受欢迎，没有归处亦没有去处的一群流浪之人。
"费德里科": 这只是偏见。
"杰拉尔德": 对我们来说却是事实。
"杰拉尔德": 萨科塔有你们的拉特兰城。
"杰拉尔德": 而萨卡兹......我们何曾真正属于过什么地方？
"费德里科": ......
"杰拉尔德": 所以我想是时候了。
"杰拉尔德": 生得晚的那些年轻人可能会不太习惯晚上没有屋檐的生活，不过他们会适应的。
"杰拉尔德": 至于今天的那两个孩子......
"费德里科": 你认识他们。
"杰拉尔德": ......我确实知道点他们的来历。
"费德里科": 修道院内的居民与莱蒙德并不知情。
"杰拉尔德": 知道他们存在的人很少。
"杰拉尔德": 我也只是猜测，他们应该是外来的流浪者，或许是家人遭难，或许是被抛弃，都有可能。
"杰拉尔德": 从前斯特凡诺不是没有接纳过类似的流浪者，只是以现在的状况来看，这里很难再负担更多人。
"杰拉尔德": 但......有人偷偷收养了这两个孩子。
"费德里科": 你知道是谁。
"杰拉尔德": 很少有什么事真的能一直完美地隐瞒下去，特别是在现在这种每一粒稻谷都要被计较的时候。
"杰拉尔德": 赫曼收养了他们。每天从自己那份口粮里省一部分，还有几回偷偷动了狩猎的猎物，我发觉之后都替她补上了。
"杰拉尔德": 就算这样，他们的日子仍然过得比较艰难。
"费德里科": 这位赫曼女士现在在哪？
"杰拉尔德": ......我也正在想她去哪了。今天她本该带着狩猎的猎物回来，但到现在也没有消息。
"杰拉尔德": 我们还没找到她。她失踪了。
"杰拉尔德": 不论如何，我由衷地希望她不会做什么傻事。
"费德里科": 失踪？不，不对。
"杰拉尔德": 你的意思是？
"费德里科": 赫曼女士秘密收养两个孩童，平时不会允许他们独自外出，艾伦戴尔和艾丝塔拉出现在圣堂不是意外。
"杰拉尔德": ......有人带着他们出门。
"费德里科": 赫曼女士的家在哪？我需要亲自去查看。

破旧的木屋对幼小的孩子们来说是一处港湾。
因成年人无力养育而像是不被需要的废弃品一般遭到抛弃，又在流浪于荒野、奄奄一息时，被毫无关系的萨卡兹拾起。
被偷偷领到这间破破烂烂的小屋，这里有漏风的木板和不保暖的被褥，有破旧但整洁的衣裳，还有不美味但足以果腹的食物。
尽管它无法完全抵御寒风，就算将家中所有能够御寒的布料堆在一起，再把冬衣紧紧裹在身上，蚀骨的寒意仍让人在睡梦中也不禁蜷缩。
但这是“家”。家里还有妈妈。
这里就是孩子们最能够安心的地方。

细小的呼吸声并未被不速之客惊扰。
它们依旧平稳、绵长。
狰狞扭曲的阴影投洒在孩子们身上。
"扭曲的怪物": （古怪的轻语）
"扭曲的怪物": ......饿、吃......
"艾伦戴尔": 唔......
"艾丝塔拉": （翻身）
"扭曲的怪物": 吃、吃......
"扭曲的怪物": 冷......
失去曾经形态的怪物发出低沉古怪的吟语。
那片始终停留的影子终于有了动作。
在月光下，怪物粗长有力的尾部探向前方，带着潮湿气息的尖端扫过孩子稚嫩的面颊，随即——

它落在了柔软无力的，小小的“监牢”里。
艾丝塔拉和艾伦戴尔仍在睡梦之中。只是身体下意识地，靠向那股让人感到安心的气息。
"扭曲的怪物": ......冷......
"艾伦戴尔": 呼......呼......
"艾丝塔拉": 妈妈......
"“扭曲的怪物”": 啊......饿......吃、吃......冷......
"“扭曲的怪物”": ......
"“扭曲的怪物”": 盖上......盖上......
"“扭曲的怪物”": 冷......盖上......
"“扭曲的怪物”": 艾......伦......萨拉......

"里凯莱": 主教阁下做了什么？
"修道院主教": 我只不过是在此告解，来自拉特兰的执行者，你应该知道此时不能偷听。
"里凯莱": 哎，别误会，我当然没有听到阁下告解的内容。
"里凯莱": 当然啦，阁下应该也知道，我问的不是这个，也不是想知道阁下之前派了什么人去敲钟，怎么安排修道院众人的饮食......
"里凯莱": 我问的是从顶层圣堂传来的气味。
"修道院主教": 你分辨得出那种助燃物的味道？......格芬区的铳械工厂，如今还在吗？
"里凯莱": 哈哈，据我所知，它们依然为各大学院供给练习用的铳械。
"里凯莱": 当然，燃烧弹也不例外。
"修道院主教": ......唯有圣城存续千年。
"里凯莱": 我能感觉到阁下很难过。唉，应该得怪费德里科那小子，办事总是这么直接。
"里凯莱": 不过目前只是建筑的一角烧毁了而已，一切都还留有余地，大家还是可以安稳地回到拉特兰，阁下觉得呢？
"修道院主教": 你恐怕找错人了。
"修道院主教": 拆用修道院内旧军火的方法，我早就教给了所有人。燃料有限，冬天很长。
"修道院主教": 但你若是认为，我是那场火灾的教唆者......我无意反驳。
"里凯莱": 别这么说嘛，我们还是找个地方坐下来，再好好聊一聊，怎么样？谈出一个双方都能接受的方案。
"修道院主教": ——聊一聊？方案？呵。
"修道院主教": 有哪一种方案不用在人与人之间做选择？我已经陈述过我的信念，你们难道当真能让步？
"修道院主教": 七年前，这一地区遭遇大旱，一队难民流浪到停泊在荒野中的修道院，请求我们收留，但我对他们关上了大门。
"修道院主教": 他们跌跌撞撞，几乎是爬进荒野深处。那不是我第一次注视那样的场景。
