
《10.破碎日冕》

01.10-1 被追逐者
"推进之王": 博士，我想了一路，可能有些事我还没有完全想明白。
"推进之王": 但是唯独这件事，我必须自己处理。连最亲近的同伴都拉不住的话，我回到这里还有什么意义？
"阿米娅": 博士，费斯特发来信号，他们已经抵达地面，我们需要立刻与他们会合——
选项：
    分支1：我们该出发了。
    分支2：不知道伦蒂尼姆的空气怎么样。

分支1：
    "推进之王": 嗯，我们会时刻准备接应。
分支2：
    "推进之王": 哈哈......我也很想知道。
"推进之王": 祝你们......一路畅通。

7:55 P.M. 天气/阴
伦蒂尼姆，萨迪恩区，废弃制醇厂东侧入口外
"号角": 布莱克，汇报前面的情况。
"维多利亚士兵": 前路畅通，汇报完毕。
"号角": 罗本呢？
"罗本": 狙击小队已就位。
"号角": 好。敌人数量？
"罗本": 在我视野内的有十二个。都是萨卡兹士兵。
"号角": 敌人指挥官位置？
"罗本": 不确定。
"号角": 继续警戒，等我信号。

8:09 P.M. 天气/阴
伦蒂尼姆，萨迪恩区，废弃制醇厂
"痛苦的男声": 啊——啊啊！
"痛苦的男声": 哈......哈哈......啊......
"海蒂": ......本尼，那边的房间关的是谁？
"伦蒂尼姆市民": 是......下午被送进来的自救军战士。
"海蒂": 他在遭受审讯？
"伦蒂尼姆市民": 萨卡兹不会放过自救军的任何一点消息。这位战士他......他恐怕活不成了。
"海蒂": 希望他能再坚持一下，也许用不了多久......

"曼弗雷德": ......他们来了吗？
"萨卡兹战士": 还没有动静。
"曼弗雷德": 那继续盯着。
"曼弗雷德": 赫德雷的排查结果呢？
"萨卡兹战士": 雇佣兵们还在各个厂房盯着我们的俘虏。他们忙活了大半天，但我们抓来的人不少，要一个个查很花时间。
"萨卡兹战士": 再加上里面这个人也是硬骨头，怎么问都不肯开口......
"曼弗雷德": 嗯。让他抓紧最后的时间。假如他仍然一无所获......
"自救军战士": 那就又该轮到我登场了，对吧？
(震动)
"萨卡兹战士": 呃啊——你、你——！
"曼弗雷德": ——收起你的刀。
"萨卡兹战士": 将军！这个人他怎么会！
"曼弗雷德": 你先去外面守着。这里我来处理。
"萨卡兹战士": 好......将军，你小心！
"曼弗雷德": ......
"自救军战士": 你知道的吧？就算你让他这一刀砍下来，我们也不会受伤。
"曼弗雷德": 阁下......请不要让我的战士受到更多惊吓了，他们的弦已经绷得够紧。
"自救军战士": 好吧好吧，我们只是不想迟到。毕竟你听，里面那位没什么声息了。
"曼弗雷德": ......那么，阁下来得正及时。

"赫德雷": ......厂房南区是谁在负责？
"萨卡兹雇佣兵": 队长，是施瓦布带的小队。
"赫德雷": 施瓦布......他五年前就在我队里干过活。
"赫德雷": ......
"赫德雷": 难道说......这就是你要我注意脚下影子的意思？
"赫德雷": ......确定施瓦布的位置。不，立刻叫他来见我。

"海蒂": 本尼，厂房周围是不是有些安静？原本守在这里的雇佣兵，他们都走了？
"伦蒂尼姆市民": 是的，一个都没留下。
"海蒂": 雇佣兵的表现......有些古怪。
"伦蒂尼姆市民": 他们本来就很古怪，不是吗？萨卡兹想和谁做朋友，又想杀了谁，从来不讲道理。
"海蒂": ......别这样说话，除非你有意激怒他们。
"伦蒂尼姆市民": 抱歉，海蒂女士......被关在这里半个多月，我很难不恨萨卡兹。
"海蒂": 没人会怪你。你做的已经够好了。
"伦蒂尼姆市民": 对了女士，还有消息说，除了今天中午就过来了的雇佣兵首领，那个萨卡兹将军也在这里。
"海蒂": ......曼弗雷德？
"海蒂": 连他都......糟了。
"伦蒂尼姆市民": 怎么了？
"海蒂": 这是个陷阱。克洛维希娅......或许还有他们......
"伦蒂尼姆市民": 你担心指挥官会在今天行动？我们得想个办法通知他们......呃......但这么多天了，我们找不到机会把消息传出这面墙。
"海蒂": ......
"海蒂": 不，他们一定也想过这会是陷阱。说不定......这同时是个机会。
"海蒂": 本尼，通知其他人，我们的行动可能也要提前了。所有能战斗的人，做好战斗准备。
"伦蒂尼姆市民": 可是，就算我们能离开厂房，也很难冲破大门外的重重防守......
"海蒂": ......那就到这里来。
"海蒂": 我记得，有一位雇佣兵告诉我，这面墙非常......安全。

8:45 P.M. 天气/阴
伦蒂尼姆，萨迪恩区，废弃制醇厂南墙外
"可露希尔": 高一点......再飞高一点......这个位置很不错，嗯......视野稳定。
"阿米娅": 可露希尔，你看到什么了？
"可露希尔": 唔......有三个入口，每处入口都有超过三十人把守。
"可露希尔": 在东侧入口守着的是萨卡兹，西南门也是萨卡兹......呃，但衣服不一样，看起来是雇佣兵。
"可露希尔": 还有北边的正门......负责北门守卫的是......深池。
"可露希尔": 另外园区里还有至少五六支巡逻队伍，在各个厂房之间来回走动......
"可露希尔": 咦，等等......南边，就离我们最近的这面墙，这地方是空的。
"阿米娅": 空的？
"可露希尔": 按照布防情况，本来也该有一支队伍在这里巡逻......但他们好像消失了。
选项：
    分支1：这可能是陷阱。
    分支2：也许我们有帮手。

"阿米娅": 博士，我们是否按照原计划行动？
选项：
    分支1：阿米娅，你觉得呢？

"阿米娅": ......我们必须救出海蒂女士。而且，我们得尽快去中央区......嗯......无论如何，我们都不能耽搁了。
选项：
    分支1：自救军呢？

"自救军战士": 指挥官说的，这次行动听你的。
"洛洛": 我们也有要救的人。
"费斯特": 博士，虽然我很想说，不管你怎么选，我们都会行动......但三队的兄弟说得对，你是总指挥。
选项：
    分支1：好，计划不变。

选项：
    分支1：摩根小队，去东侧入口。
    分支2：自救军三队分头骚扰北门与西南门。
    分支3：可露希尔继续负责侦察和支援。

分支1：
    "摩根": 好的，博士。达格达，我们走。
分支2：
    "自救军战士": 收到。行动！
分支3：
    "可露希尔": 没问题，交给我吧。
选项：
    分支1：阿米娅，给其他人发信号。

"费斯特": 其他人？罗德岛还有人在地面上吗？
"阿米娅": 是的，费斯特先生。等他们收到信号，他们会知道今晚我们在这里有行动。
"阿米娅": 您能看到他们的位置吗，博士？应该还不能吧？距离还不够近。
"费斯特": 你不是说他们不在附近？呃，博士难道有什么特别的源石技艺？
选项：
    分支1：不是，是PRTS在帮我。
    分支2：是的，我能透视。

分支1：
    "费斯特": 什么......什么神奇的技术？
    "费斯特": 博士，等回去以后，你可一定要好好跟我说一说。
分支2：
    "费斯特": 博士，你不是在骗我吧？
    "费斯特": 你一定是带着什么特殊终端，带显示屏的那种！
"费斯特": 既然有人会来，我们要在外面等吗？
"阿米娅": 不用，如果他们判断有必要与我们会合，那也是在我们进去之后。
"费斯特": 那我们还是得解决怎么进去的问题......
"费斯特": 博士，你说吧，走哪边？
选项：
    分支1：我们就走南边。

"阿米娅": 那是墙......
"阿米娅": 啊，我明白了。
"阿米娅": 可露希尔，费斯特先生，你们有没有办法让我们翻过那面墙？
"可露希尔": 要不要试试看炸掉？我们新做了一批爆破装置，要炸倒伦蒂尼姆的外墙是不可能的，但这个的话说不定......
"费斯特": 呃......有点难。
"费斯特": 伦蒂尼姆的厂房外墙都做过一定的防爆处理，除非能从内部引爆，否则的话，很可能炸不出理想效果。
"可露希尔": 那......加大力度？
"阿米娅": ......不行，太引人注目了。这会让摩根他们的努力白费。
"可露希尔": 是哦......还不如让摩根带一点走。
"费斯特": 用滑索吧。我和洛洛在躲避巡逻队的时候偶尔会用。
"费斯特": 强尼，把装备拿过来——
"自救军战士": 行啊队长，你真没让我白背。
"费斯特": 有备无患嘛。
"洛洛": 我需要洛克五号来定位......
"可露希尔": 对了，差点忘了给你！
"洛洛": 这个是......洛克十七？怎么会在你手上......
"可露希尔": 因为从地底爬出来的路上我还在加班加点啊！你看你看，都调整完了。我保证，它很稳定！
"可露希尔": 呃，不知道对你来说我的保证有没有用......
"费斯特": 咳，我看过了，很稳定。
"洛洛": 这个小耳朵......
"可露希尔": 我顺手加上去的，可露希尔牌无人机都有哦！
"洛洛": ......
"可露希尔": 完了，你是不是不太喜欢？要是不喜欢的话......
"洛洛": 不，不用改回去。
"洛洛": ......
"洛洛": 谢谢。
"费斯特": 那无人机没问题了吧？我带博士，强尼和加比自己走。洛洛......你可以带阿米娅吗？
"洛洛": ......可以。
"费斯特": 那我发射牵引装置了——
"洛洛": 洛克十七，瞄准！
(震动)
"费斯特": 成功附着！
"阿米娅": 洛洛小姐，拜托你了。
"费斯特": 博士，请抓紧我。这面墙不算高，但弹射的力量可能还是不小。
选项：
    分支1：果然还是逃不过吗？
    分支2：......
    分支3：我什么时候才能自己把握命运？

"阿米娅": 嗯......都准备好了吗？
"阿米娅": 各位，我们的机会可能只有一次——
"阿米娅": 三、二、一——发射！
(震动)


  <行动后>


"萨卡兹战士": 发现敌人！是一名戴着钢爪的——
(震动)
"达格达": ......一个。
"萨卡兹战士": 杀死萨卡兹只用了一击？菲林，你的身手很不错。你是维多利亚士兵？
"达格达": 住口！
(震动)
"萨卡兹战士": 你比那群深池软蛋有力气。很好，菲林，我准许你死在我剑下。
"摩根": ——小心！
(震动)
"达格达": ......谁死在谁的剑下还不一定。
"萨卡兹战士": 啊啊——
"达格达": 萨卡兹，我多希望能用我的剑处决你......然而我的剑已经断在了你同族的身体里。
"摩根": 达格达，不要恋战！
"达格达": ......
"摩根": 我知道你在想什么，你想报仇，对不对？但这不是合适的时机。我们答应了博士，闹出动静，把人引过来，然后就撤退——
"萨卡兹战士": 哈......哈......菲林，你杀死过不止一个萨卡兹！你的命......你的命迟早会被萨卡兹收下。
"达格达": 我没那么在乎我的命。
"达格达": 当时如果我能选择的话，我根本不会独自从你们手中逃走。
(震动)
"摩根": 你受了什么刺激？连贴脸的法术都不躲！
"达格达": ......至少我死前，还能多带走几个萨卡兹。
"摩根": 早知道就不该让你来......别忘了，维娜还在地下等你！
"达格达": 推进之王......
"摩根": 你想找死也行，至少别害死博士和阿米娅！否则的话，你就是维娜的耻辱！
"达格达": ......好。摩根，你说，我们还要拖多少时间？
(震动)
"摩根": 五分钟。五分钟之后，博士说，会有人来接应。

"号角": 前面正在发生战斗。
"维多利亚士兵": 是啊，不知道是谁，好像先跟萨卡兹打起来了......
"号角": ......布莱克，你还记得我跟你说过，我是怎么从深池手上逃出来的吗？
"维多利亚士兵": 是有人帮了你......
"号角": 是的。我没看到他的脸，但我知道他很强，强得能独自进出有好几百深池士兵把守的营地。
"维多利亚士兵": 啊？那么强的话，他也不需要闹出这么大动静吧？
"号角": 未必是他，但他不会是孤身一人。在萨迪恩区，还有队伍一直在与深池和萨卡兹战斗。
"号角": 布莱克，我从未有如此确信过——
"号角": 我们并不是仅剩的反抗者。我们......还有同伴，在这片黑夜里，四处点火。
"维多利亚士兵": 那我们要上去帮他们吗？
"号角": ......不。我们暂时不能更换任务目标。
"号角": 趁这些朋友暂时引开了萨卡兹的注意力，我们从前面潜进去。
"罗本": 号角！有一支深池的队伍在迅速向你们靠近，你们千万小心，领头的人是......是......
"号角": ......蔓德拉。
"蔓德拉": ......
"蔓德拉": 士兵。

"海蒂": ......火光。
"伦蒂尼姆市民": 是的，女士，刚才好几个人报告说，他们听见了交战声。
"海蒂": 嗯。守卫呢？
"伦蒂尼姆市民": 大部分守卫还在原来位置，并没有被引开。
"海蒂": 果然......他们有所准备。
"伦蒂尼姆市民": 那我们还要行动吗？
"海蒂": 看看外面的火光吧。我们的行动已经开始了。
"海蒂": 让大家都准备好——
"海蒂": 记住，我们只有这一次机会。
(震动)
"萨卡兹战士": 那边——怎么回事？你们故意把厂房的机器弄坏了？
"萨卡兹战士": 谁允许你们到这里来的......是你？
"海蒂": 嗯，又见面了。
"萨卡兹战士": 哼哼，早就知道你在盘算些什么，快给我过来！
"海蒂": 我在盘算什么，对您这样的战士来说，恐怕也是无关紧要的吧？
"海蒂": 自从蒸汽骑士销声匿迹，塔楼骑士悉数陨落，伦蒂尼姆......不，整个维多利亚，又有多少战士能入您的眼？
"萨卡兹战士": 菲林，你这无缘无故的奉承，是想让我放松警惕？你未免太小看萨卡兹了。
"萨卡兹战士": 你说得对，今夜我还不能杀了你，但这不妨碍我的箭顶在你的脖子上。
"海蒂": 嗯......
"萨卡兹战士": 像这种养尊处优的脖子，轻轻一划就会流血。
"萨卡兹战士": 哈哈，你可以在这里看着，你的同伴是怎样一个个地送死，等到明天早上，你的血也会流干——
"海蒂": 如果......这点鲜血能让您满意的话......
(震动)
"伦蒂尼姆市民": ——尝尝这个！
(震动)
"萨卡兹战士": 啊啊啊！什、什么东西！我的眼睛......好烫！
(震动)
"萨卡兹战士": 唔——！
"伦蒂尼姆市民": 女士！您没事吧？
"海蒂": 一点小伤而已，很快就不会流血了。
"伦蒂尼姆市民": 您看到了吗？这个萨卡兹中招了！您教我攒下来的试剂真的有用！
"海蒂": 就让他在这里躺一会吧。光是夺了他的弩，把他敲晕过去，我的手......就差点被震断了。
"海蒂": 萨卡兹......很坚硬。如果他们不是满眼只有鲜血和仇恨的话，又怎么会注意不到你的靠近？
"海蒂": ......算了。本尼，其他人怎么样？
"伦蒂尼姆市民": 大家用您教的方法，暂时控制住了厂房。不过没办法坚持太久。萨卡兹守卫们在赶过来的路上，他们可不会再上第二次当。
"海蒂": 那我们都得抓紧了。

"萨卡兹战士": 将军，他们来了。
"曼弗雷德": 哪个入口？

"萨卡兹战士": 三处入口同时遭到攻击。
"曼弗雷德": ......意料之中。
"曼弗雷德": 深池的动向？
"萨卡兹战士": 他们正在和反抗军交战。
"曼弗雷德": 蔓德拉在哪里？
"萨卡兹战士": 我们的人好像没看到他们的头领。
"曼弗雷德": 知道了。说不定她会对我们这里感兴趣。
"曼弗雷德": 赫德雷呢？
"萨卡兹战士": 呃......
"赫德雷": ......我在这里。
"曼弗雷德": 你不是应该守在西南入口处吗？
"赫德雷": 在我回到战场上之前，我需要先向你报告一件事。
(震动)
"萨卡兹雇佣兵": 咳......哈......
"曼弗雷德": ......重伤的雇佣兵。他是谁？
"赫德雷": 他叫施瓦布。我们以前有些交情。但他背叛了我，导致我们的计划出了一些差错。
"萨卡兹雇佣兵": 说背叛......也太难听了吧？赫德雷......你忘了你自己是谁？
"赫德雷": 施瓦布，忘了自己是谁的人，恐怕是你。
"萨卡兹雇佣兵": 我们雇佣兵......哈......从来都......谁也不是。
"萨卡兹雇佣兵": 赫德雷，她来了......我没有跟她提起你......我是不是......算念旧情了？哈哈......我真想看看......你们俩的表情......
"赫德雷": ......我不知道你在说什么。
"曼弗雷德": 我没有必要听一名叛徒说话。
"赫德雷": 曼弗雷德——
"曼弗雷德": 赫德雷，你什么都不用解释。
"曼弗雷德": 我只需要知道，你还在为我效力吗？
"赫德雷": ......毫无疑问。
"曼弗雷德": 那好。我有新的任务要交给你。

"费斯特": 洛洛，强尼，加比......都落地了吗？好，那就好。
"费斯特": 呼......我们成功进来了。博士，你还好吗？
选项：
    分支1：马马虎虎吧。
    分支2：......
    分支3：快适应了。

"费斯特": 抱歉，我没带过人，我满脑子都是万一这滑索承受不住两个人的体重该怎么办......
"费斯特": ......所以才抓得这么紧。
选项：
    分支1：至少安全落地了。
    分支2：......
    分支3：我还以为你会更靠谱些。

"阿米娅": 可露希尔，你能看到里面的情况吗？
"无人机": 没问题阿米娅，连你耳朵上的绒毛都一清二楚......
(震动)
"阿米娅": ......咳咳，你的无人机别靠这么近啊！太、太大声了！
"阿米娅": 而且......为什么它会发出你的声音？我们为什么不用通讯器？
"无人机": 通讯信号可能会被监听欸！你们说的，那个萨卡兹指挥官精明得很！
"无人机": 我的可可一千六百五十一号就不一样了，搭载了我新写的安全系统，对了，就临走时给全舰更新的那个......
"洛洛": ......可可一千六百五十一号？
"无人机": 啊......洛洛小姐......你不介意吧？我从你的无人机上偷了点灵感......
"洛洛": ......
"洛洛": 没关系。这名字......很可爱。
"无人机": 那太好啦！
"无人机": 可可......呃，忘了几号......开始扫描！搜寻目标——海蒂·汤姆森！
"无人机": 目标......目标离这里很近，目标......糟了，是萨卡兹士兵！有敌人过来了！
"阿米娅": 大家注意，作战准备！
"萨卡兹战士": ......你们几个，在这里干什么？
"自救军战士": 小心！
"萨卡兹战士": 你们是......反抗军？竟然被我逮住了......哈哈！
(震动)
"费斯特": 阿米娅小姐，他后面还跟着十多个萨卡兹！
"洛洛": 洛克十七——
"阿米娅": 让我来。
(震动)
"萨卡兹战士": 黑色线条——你是那个卡特斯！
"阿米娅": ......战士。
"阿米娅": 我会先问一次，你愿意停手吗？
"萨卡兹战士": 停手......卡特斯，你开什么玩笑！光是看到你操弄这力量，我的身体就恶心得直发抖！
"萨卡兹战士": 我绝不允许你触碰我的情感！
"阿米娅": ......你见过一样的法术？
"萨卡兹战士": 笑话！在这里的萨卡兹，哪个没见过？
"阿米娅": ......
"萨卡兹战士": 我真想亲手杀了你......不过，在这之前，我要先告诉将军......
(震动)
"费斯特": 呃，从他后面来的攻击？是弩箭......哪来的弩箭？
"洛洛": 洛克十七，瞄准——！
"海蒂": 自救军的朋友，还有......未曾谋面的罗德岛的朋友。
"海蒂": 各位，晚上好。
"阿米娅": 海蒂......女士？
"海蒂": 是的，我是。我们终于见面了，阿米娅小姐。
"海蒂": 我没有太多时间解释。博士......你是博士，对吧？你和凯尔希描述的一模一样。
选项：
    分支1：这算是恭维吗？
    分支2：......
    分支3：我担心她没说好话。

"海蒂": 嗯......就连反应都和我设想的差不多。博士，您想好我们该怎么出去了吗？
"萨卡兹战士": 这边！这边有人，快都过来——
(震动)
"萨卡兹战士": 呃啊——
"伦蒂尼姆市民": 安静些吧，萨卡兹。我不会让你这么快就把别的士兵引过来。
"海蒂": 本尼，谢谢。其他人呢？
"伦蒂尼姆市民": 女士，大家暂时控制住了南边最近的厂房。
"伦蒂尼姆市民": 您教我们的办法很好......就连最柔弱的女性纺织工都成功反抗了萨卡兹守卫。
"海蒂": 大家只是利用了最熟悉的机器与工具。
"海蒂": 这是我们的工厂，本尼，萨卡兹们并不像他们想象中的那样，能控制住这里的一切。
"阿米娅": 海蒂女士......我没有想到您还这样精于战斗。
"海蒂": 阿米娅小姐......
"阿米娅": 请和凯尔希医生一样，叫我阿米娅吧。
"海蒂": 好的，阿米娅。
"海蒂": 凯尔希教会了我许多......
"海蒂": 是的，甚至包括如何战斗。
"海蒂": 很可惜，我并不算她最好的学生。
"海蒂": 一直以来，我能帮到她的很有限。
"海蒂": 但是，我会尽我所能地与罗德岛一起战斗，就像我与自救军一起奋战一样。
(震动)
"洛洛": ......又有一队萨卡兹士兵在靠近。
"无人机": 是的，我也不想扫大家的兴......但局势非常紧张。不止一队......呃，看样子，整个工厂里的萨卡兹士兵都在赶过来。
选项：
    分支1：他们知道厂房失控了。

"海蒂": 是的，博士，大家尽力了，但只能争取到很短的时间。
"海蒂": 所以，我需要您尽快想出一个脱困方法......
选项：
    分支1：等等，我们的同伴马上就到。
    分支2：他已经在东侧入口了。

分支1：
    "海蒂": 同伴......
分支2：
    "海蒂": ......他？
"海蒂": 是只有一个人吗？还是一支小队？
"海蒂": 博士，曼弗雷德训练的萨卡兹士兵很难对付，他们可能藏在哪里......我们不能掉以轻心。
"无人机": 大家，我......我看到了一个奇怪的事情！太奇怪了，前面的萨卡兹打了起来......咳，我是说，他们和别的萨卡兹打了起来。
"无人机": 等等，那是......萨卡兹雇佣兵？
"海蒂": ......是那些古怪的雇佣兵。他们中的一个，下午似乎帮了我们一把。
"洛洛": 萨卡兹雇佣兵？
"洛洛": 不，他们不能信！下午的时候，就是他们抓走了比尔......咳咳！我......
"自救军战士": 洛洛，别激动。你的伤不轻......
"洛洛": 我没什么，但比尔就不一定了！
"洛洛": 队长，你必须跟他们说清楚......
"费斯特": ......海蒂女士，你说萨卡兹雇佣兵帮了你，他们具体做了什么？
"海蒂": 他们仿佛是想向我传递一个信号......
"海蒂": 但我不确定......
"海蒂": 那到底是什么信号？
(震动)

"号角": ......
"蔓德拉": ......
"深池士兵": 这些维多利亚士兵......要杀了他们吗？
"罗本": 该死的深池！我一定要......
"深池士兵": 长官，您怎么不动手？
"蔓德拉": ......
"罗本": 号角！你为什么要拉着我？你难道忘了，我们有多少兄弟死在他们手上？
"号角": ......
在施放源石技艺之前，深池术师的手会抬起来。
就是那双手，那根法杖，夺去了大提琴......和许多其他维多利亚士兵的生命。
号角的手放在袖子里的手弩上。
只要蔓德拉的手指有一丝抬起来的迹象，她就会立刻扣动扳机。
又或者......直接就这样扣下去，似乎也是个不错的选择。
她在对方的眼睛里看见了一模一样的想法。

"萨卡兹战士": 怎么回事？南区炸了？你是说，整面墙都炸开了？这只有可能是从里面......该死！
"萨卡兹战士": 走，快去支援——
"达格达": ......这是撤退的信号？
"摩根": 呃，博士没跟我提起过......不过这些萨卡兹士兵都退下了，我们的任务是不是完成了？
"？？？": 你们先走吧。
"摩根": ......谁？
"摩根": 你是罗德岛的......
"？？？": 接下来的任务，由我接手。

"深池士兵": 长官，萨卡兹撤了！这是个好机会啊！我们是进去还是......
"蔓德拉": ......
"蔓德拉": 我们走。
号角没有松开手弩，她紧紧盯着蔓德拉的背影。
一箭......这个距离，只需要一箭。只要她扣下扳机，那朵开在大提琴胸口的血花，就会同样绽放在凶手身上。
弩是她亲手改造的，她明白它的威力有限。但她们离得这么近，只要在这擦肩而过的一瞬间......
"罗本": 号角，他们都走了。
"号角": ......
"罗本": 刚才我真的担心自己控制不住......号角，多亏了你拉住我。你是对的，我们不能在这里跟深池起冲突。
"罗本": 要是打起来的话，我们都会被萨卡兹发现。
"罗本": 不过那个蔓德拉竟然也能忍住。过去她就跟疯了似的逮着我们就咬......她要去干什么？
"号角": ......

深池要去干什么？
号角拒绝分析这件事。她的指尖很烫，血液还没完全退下去。她为什么不扣动扳机呢？
蔓德拉......为什么没有抬起手？
这些声音在她的胸腔里来回冲撞。她很清晰地感到了......遗憾。
但她不能说出来。
她的士兵并不想听见这些。
"号角": ......不要把注意力放在蔓德拉身上。她暂时不是我们的目标。
"罗本": 明白。号角，我们接下来怎么办？也跟着深池进去吗？
"号角": ......没错。
"号角": 各位，取消原定作战计划，接下来的突入过程继续保持隐蔽。
"号角": 布莱克，你还是第一个。如果发现有萨卡兹守卫，直接制服。罗本，你跟在布莱克后面，必要的时候，火力支援。
"号角": 其他人，跟在我后面。
"号角": 看到前面那个缺口没？那是我们的深池老朋友留下来的口子。有他们在前面清人，我们不妨利用一下。
"号角": 记住，我们五个人来的，必须五个人一起回去。不......我们要带着更多战友，从这座萨卡兹的监狱里走出去。

(震动)
"号角": 注意我的手势——
"号角": ——

(震动)
"号角": 行动！

"费斯特": 咳咳......咳咳咳......刚才的爆炸怎么回事？可露希尔小姐，不会是你干的吧？
"无人机": 故障——故障——重新启动——
"费斯特": 呃，不是她干的，她不会舍得炸坏自己的无人机。
"海蒂": 博士，这就是你的计划吗？会不会......动静太大？
选项：
    分支1：不是。
    分支2：......
    分支3：算是？

"阿米娅": 博士，会不会是......
"洛洛": 快看，烟里有人走出来！是......又是萨卡兹！洛克十七——
"？？？": 怎么又用武器对准我？而且......又一个新打手？
"？？？": (博士)，你就是这样欢迎你的救兵的吗？
"洛洛": ......罗德岛的人？
"阿米娅": 洛洛小姐，请继续瞄准她。
"？？？": 小兔子，才多久没见，你就这么绝情吗？那我可是会......很伤心的。
"阿米娅": 费斯特先生，你能确认这附近还有其他源石炸弹吗？
"费斯特": 时间太紧张了，我们还需要救人......
"？？？": 是啊，很遗憾，我们没有时间互相问候了。
"？？？": 海蒂小姐，麻烦你过来一下。
"海蒂": ......你是来找我的？
"？？？": 好啦，别不情不愿的，才刚见面而已，你又没那么喜欢(博士)。
"？？？": 要不是那个老女人......唔，就是你最喜欢的那一个，她要我来找你，我也不想来啊。
"？？？": 这里的萨卡兹都知道，我的出场费很贵的。
"海蒂": 是凯尔希让你来的？
"海蒂": 擅长爆破的萨卡兹雇佣兵......
"海蒂": 你是......你是W？
"W": 哇，她有跟你提过我？我是不是该好好感动一下？好歹这么多老熟人里，还有人真心想着我。



10.10-10 旧日之影



"海蒂": 快，大家这边走！跟着火光，穿过这些烟雾！
(震动)
"伦蒂尼姆市民": 魔族......！
"W": 嗯？这是什么东西？某种搅拌器？
"W": 你是觉得这种滑稽的工具能伤到一个萨卡兹雇佣兵吗......伦蒂尼姆的小猫？
"伦蒂尼姆市民": 别、别过来！
"海蒂": ......不用紧张。过来吧，到我身后来。
"海蒂": 这位雇佣兵......虽然看起来不像好人，但她暂时站在我们这一边。
"W": 同一边吗？你最好还是怀疑怀疑。
"海蒂": W......假如你真想从我这里得到任何消息，那么你最好把自己变得更容易合作一些。
"W": 你怎么也喜欢把威胁的话说得这么弯弯绕绕？
"W": 啧......你不会是凯尔希的私生女吧？
"海蒂": 你说什么......
"W": 好吧，仔细看了看，一点都不像。而且那个冷淡的老女人怎么可能会有后代？
"W": 算了算了，我对你们这类人真是喜欢不起来。
"海蒂": 刚好，我今晚也没打算再多交一个朋友。
"W": 那么别担心，我不会在这里久待。我知道自己的脑袋在其他雇佣兵眼里有多值钱，所以完全不打算做慈善。
(震动)
"W": 好了，搞定。
"海蒂": 炸弹......你果然还埋了更多炸弹。你这是......炸了从其他入口过来的路？
"海蒂": 你的同伴呢？他们不还在园区深处跟萨卡兹士兵们作战吗？
"W": 你真好奇我的回答？
"海蒂": ......
"W": 解释前因后果很费时间，我可以告诉你结论。
"W": ——他们都死了。
"海蒂": ......死了？
"W": 你以为把你捞出来很容易？信使小姐，我这几个月勤勤恳恳在伦蒂尼姆拉拢的人手，大半都折在这破工厂里了。
"W": 啧......你最好别让我亏太大。请问，现在能走了吗？
"海蒂": 我需要再清点一下人数......
"海蒂": 嗯，南面厂房里的人都逃出来了。
"W": 要我说，人真的有点太多了。我接受的任务可只有接你一个。记得跟凯尔希说，答应我的报酬要翻倍。
"W": 小兔子，带上你的那个兜帽怪物，我们是时候——呃，你们愣着做什么？
"阿米娅": ......
"阿米娅": W小姐，前面的路是你炸的吗？
"W": 呃，不然呢？给我们的追兵留机会吗？
"阿米娅": 可是，费斯特先生和他的小队刚刚离开。
选项：
    分支1：他们去救人了。

选项：
    分支1：可露希尔，联系他们。

"W": ......都那么大的人了，怎么还会乱跑啊？

"号角": 布莱克，前面情况怎么样？
"维多利亚士兵": 全倒了。
"号角": 了解。继续前进。
"维多利亚士兵": 号角，左边！
"萨卡兹战士": 深......深池......我要杀了你们！
(震动)
"号角": 抱歉，最终杀死你的并不是深池。
"维多利亚士兵": ......又一个？这一路上倒了多少萨卡兹士兵？
"号角": 二十六个。
"维多利亚士兵": 都是深池干的？
"号角": 看样子是。
"维多利亚士兵": 号角，我不知道该怎么说，但是......
"号角": ......深池帮我们省了不少力气。
"号角": 承认这一点并不可耻。你跟着我在萨迪恩区躲了多久了，布莱克？想要活下去，我们就得利用一切可以利用的。
"号角": 来吧，下一个是左边这扇门。
"号角": ——准备好了吗？
"维多利亚士兵": ——
"维多利亚士兵": 号角，是空的。
"号角": 好。接下来去右边。
"号角": 罗本，注意角落。我不希望敌人从走廊上冒出来给我们惊喜。
"罗本": 收到。
"号角": 现在，走！
"被俘的士兵": 咳咳......咳咳咳......走开，魔族！我们......我们什么都不会说的！
"号角": ......找到了。
"被俘的士兵": 你......你是......
"号角": 你的同胞。
"被俘的士兵": 真没想到......哈哈......我们听到了战斗的声响，还看到了源石技艺的光......我还以为又是魔族想到了什么新的折磨人的办法......
"号角": 你们受苦了。
"号角": 你还能站起来吗，士兵？
"被俘的士兵": 士兵......很久没听到有人这么叫我们了。
(震动)
"被俘的士兵": 你是什么长官吗？你来做什么？你怎么有脸站在这里——
"号角": ——
(震动)
"罗本": 你干什么啊？我们是来救你的！
"被俘的士兵": 救我的？救我出去干什么？再被你们骗一次，然后死在你们跟异族人一起谋划的下一个阴谋里？
(震动)
"被俘的士兵": 做梦去吧，“长官”！我们宁可死在这个审讯室里！
"号角": ......好。
"号角": 罗本，举起你的弩。
"罗本": ......号角？你这是要......
